id,document_number,window_number,pair_number,text,hadar,shir
11.39.112,11,39,112," במשך עשרות שנים שימש מילר מגייס מענקים מרכזי לפרויקט חקר הבחירות הארציות, מחקר על התנהגות מצביעים שבעקבותיו [א1] נכתב [/א1] ב1960 החיבור הקלאסי ""המצביע האמריקאי"". מאז המשיך במחקר [א2] והגדיל [/א2] את מאגר הנתונים שלו.",VAGUE,BEFORE
89.8.41,89,8,41," הוא הכחיש [א1] שרצח [/א1] את כהנא. לאחר סדרת חיפושים בדירות שבהן התגורר א-נוסייר, ממשיכים החוקרים להאמין [א2] שפעל [/א2] לבדו.",EQUAL,AFTER
3.0.26,3,0,26,"הידיעה שפורסמה תחת הכותרת: ""הורים בבית הספר בנווה-מונוסון נגד טיול לירושלים; טוענים: הפגנה פוליטית""; (""הארץ"", 0192), הטרידה אותי מאוד. נילי מנדלר, שמסרה את הידיעה מפי הורים (אין [א1] יודעים [/א1] אם מדובר בהורה בודד, או בקבוצת הורים מסוימת), כתבה כי ""אחד ההורים, [א2] שהחזיר [/א2] למנהלת את הספח החוזר שבו הביע התנגדות להשתתפות ילדו בטיול, טען כי ""זהו חינוך פוליטי כאשר ילדינו משמשים אמצעי חי להפגנות"".",VAGUE,AFTER
27.83.609,27,83,609," לכאורה היה מקום לחשוד במערכת החקירה והמשפט הישראלית כי רק העמידה פנים שאכן [א1] באה [/א1] לחקור את הנסיבות שבהן סאלם איסמעיל מובארק ""מצא את מותו"". היו כמה תחנות בדרך גלגוליה של הפרשה, שעוררו חשד ליחס [א2] מופקר [/א2] לחיי אדם מצד יחידות משמר הגבול הנוגעות בדבר, ולגישה צינית מצד שלטונות המשפט והחקירה.",NONE,AFTER
17.30.211,17,30,211," זה [א1] המגנה [/א1] את רוצחו של מאיר כהנא, מן הראוי שישמיע את קולו נגד כל רצח, ואסור לו להיות מושפע מהשקפותיו הפוליטיות. יש ליצור אווירה ציבורית שתשים סכר מפני תעמולתה של תנועת ""כך"", ושתרחיק את הסכנה שיהודים ייפגעו מכלים שיקותיאל בן-יעקב [א2] קרא [/א2] להפעלתם.",VAGUE,EQUAL
11.109.334,11,109,334," עובדה זו שימשה יסוד לתלונה שכיחה בתחום הפילנטרופיה: התמקדותם של קרנות וצוותות חשיבה במגמות אופנתיות [א1] גורמת [/א1] לכך שהחברה בקושי ערוכה לגלים היסטוריים חדשים. גיימס אלן סמית, מחבר הספר ""הברוקרים של הרעיונות: צוותות חשיבה ועלייתה של עלית מדיניות חדשה"", [א2] אומר [/א2] כי ההתמקדות בבעיות מדיניות דוחקות, ודעיכת האמונה בערכו של מחקר בסיסי במדעי החברה, הותירו אותנו ללא מאגר נרחב של מומחים, שממנו ניתן לשאוב כאשר יתעורר הצורך.",VAGUE,BEFORE
27.25.172,27,25,172," המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו יגיע לראשות הממשלה [א1] יבוא [/א1] אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג [א2] מתרגשת [/א2] ובאה על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה וזוכה לגאולה שלמה.",VAGUE,VAGUE
11.108.330,11,108,330, מדובר בקומץ אנשים שניסו למשוך אליהם כספי מענקים בעת שהעולם המטיר דולרים עלאסטרטגיה גרעינית ופיקוח רב-צדדי על הנשק. עובדה זו [א1] שימשה [/א1] יסוד לתלונה שכיחה בתחום הפילנטרופיה: התמקדותם של קרנות וצוותות חשיבה במגמות אופנתיות [א2] גורמת [/א2] לכך שהחברה בקושי ערוכה לגלים היסטוריים חדשים.,VAGUE,AFTER
15.52.255,15,52,255," רעולי הפנים ירו מתוך בית ספר של אונרוו""א [א1] ונמלטו [/א1] במכונית מרצדס כחולה. דובר צה""ל מסר שהסיור [א2] השיב [/א2] באש אך לא דוח על נפגעים.",VAGUE,AFTER
27.38.302,27,38,302," בכך הלך במסלול [א1] שנוסה [/א1] במדינות אחרות: מנהיגים בעלי תפיסת עולם והתנהגות טוטליטריות נשענים על כמיהתה של אוכלוסיית השוליים להיות שותפת לפעילות קיבוצית הקורעת בפניה פתח לעלייה במעמד החברתי, ועל הפחת התלהבות מלאכותית בעזרת תעמולה מטרפת. ההתלהבות, אמר ההיסטוריון ריימון ארון, [א2] מקנה [/א2] לאדם אשליה שיש לו חלק בחיי הכלל ובמסע לקראת ניצחון.",VAGUE,AFTER
45.12.23,45,12,23," אבל הוא [א1] מצוי [/א1] במלכוד, כי מחד הוא תומך באש""ף ובמאבק בישראל, אבל מאידך יש לו מגבלה חמורה מאד, משום שבפועל הוא מנסה לנהל מדיניות הפוכה, שנועדה שלא לשרוף את הגשרים עם ארה""ב ולא לחמם את הגבול עם ישראל. זה הדבר האחרון שחוסיין [א2] רוצה [/א2] בו, אבל הוא לא בולם את האווירה הקיצונית וכשמתחילה הידרדרות לאורך הגבול עם ישראל והשלטון הירדני מאפשר לגורמים קיצוניים לפעול באופן עצמאי, הוא עלול לאבד את הריבונות הירדנית וליצור תהליך של לבנוניזציה של ירדן.",EQUAL,EQUAL
43.0.2,43,0,2,"שחקני מכבי ראשון לציון [א1] הצליחו [/א1] לזכות בניצחון נוסף, הפעם על הפועל גבת העמק, לאחר משחק חלש שהסתיים ביתרון של 6 נקודות בלבד (92 98). שחקני ראשון לציון לא היו אתמול בשיאם, אך למזלם ניצבה מולם קבוצת תחתית, כך שגם יכולת פחות מבינונית [א2] הספיקה [/א2] להם לזכות בניצחון שהושג לאחר במאמץ של הרגעים האחרונים.",EQUAL,EQUAL
3.1.53,3,1,53," נילי מנדלר, שמסרה את הידיעה מפי הורים (אין יודעים אם מדובר בהורה בודד, או בקבוצת הורים מסוימת), כתבה כי ""אחד ההורים, [א1] שהחזיר [/א1] למנהלת את הספח החוזר שבו הביע התנגדות להשתתפות ילדו בטיול, טען כי ""זהו חינוך פוליטי כאשר ילדינו משמשים אמצעי חי להפגנות"". לשם איזון הנושא, עלי לציין כי אני [א2] נמנה [/א2] על ההורים שהביעו את הסכמתם לקיום הטיול.",EQUAL,EQUAL
17.19.163,17,19,163," הפלשתינאים שביצעו רציחות בבקעה ובאשקלון וניסו לרצוח שתי חיילות בצומת אלונים פעלו גם הם על דעת עצמם; באותו אופן עלולים ""לפעול"" יהודים כדי לתת פורקן לרגשותיהם הנסערים, בביצוע פיגוע שתנועת ""כך"" לא [א1] יזמה [/א1] או אישרה. הדעת נותנת כי התנועה הממוסדת [א2] תקפיד [/א2] להימנע מכל מהלך העלול לסכן את חוקיות קיומה.",AFTER,EQUAL
11.62.161,11,62,161," בקרב אקדמאים שאינם מוזמנים לוועידות אלה שוררת ציניות רבה באשר למטר כרכי המאמרים והניירות [א1] המונפקים [/א1] בחסות קרנות. אין זה סביר שעל שולחנות עיתונאים ומעצבי מדיניות רובצים כל כרכי ""אמריקן אקונומיק ריוויו"" של שלוש השנים האחרונות, אך בהחלט הגיוני שיש להם כמה כרכים [א2] המספקים [/א2] מידע בנושא נתון במינונים קטנים וחזקים.",BEFORE,VAGUE
131.35.85,131,35,85,"67 ושר המשטרה [א1] נאחז [/א1] בהוראות הפתיחה באש הישנות והטובות, כבקש אחרון בפני מתקפה של מעשי לינץ, בהם תאבד המשטרה את שארית אחיזתה באכיפת החוק. הכל [א2] מעיד [/א2] כי מדבר אחד ממשיך הימין לפחד, ומשום כך אינו יכול לקבל החלטות.",EQUAL,BEFORE
15.0.4,15,0,4,"אדם נהרג, אדם נרצח בידי רעולי פנים ואחר [א1] נדקר [/א1] על ידם, 803 נפצעו, לפי מקורות פלשתיניים, וכן נפצעו שישה חיילי צה""ל ותיירת אחת באירועי השבוע בשטחים. חמישה חיילי צה""ל [א2] נפצעו [/א2] באורח קל בתקריות קשות שהיו בסוף השבוע ברצועת עזה.",VAGUE,BEFORE
27.4.29,27,4,29," שני עיתונאים צעירים הושיטו לעברו מכשירי הקלטה. הוא לא התבלבל, והם [א1] נראו [/א1] כמי [א2] שמצאו [/א2] שלל רב.",AFTER,EQUAL
111.2.19,111,2,19," אחרי משחקי אתמול נותר הפועל באר שבע היחיד שעדיין לא נוצח; ואת הטבלה [א1] סוגרות [/א1] שלוש הקבוצות היחידות שעדיין לא השיגו ניצחון (כפסר סבא, חולון, נתניה). וכאשר שתי הבית""ריות מעדו, מכבי חיפה של שלמה שרף לא [א2] שמט [/א2] את ההזדמנות.",AFTER,VAGUE
55.9.106,55,9,106," הוא ציין, כי העירייה איננה [א1] רואה [/א1] מחובתה לממן למהנדסים הקמת משכן חילופי או להקצות להם בחינם מגרש אחר. יו""ר לשכת המהנדסים, שמואל סורק, [א2] אמר [/א2] כי כל כוונתו של ראש העירייה הוא למכור את הנכס תמורת סכום של 5-4 מיליון דולר (שווי המגרש על פי ההערכה זהירה).",VAGUE,BEFORE
27.25.204,27,25,204," המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו יגיע לראשות הממשלה יבוא אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא [א1] מתוארת [/א1] בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג מתרגשת ובאה על ארץ ישראל; העם [א2] מכיר [/א2] בחטאו, חוזר בתשובה וזוכה לגאולה שלמה.",EQUAL,VAGUE
109.27.61,109,27,61, המשחק התעכב ב-51 דקות בגלל אלימות קהל אוהדים [א1] שנותר [/א1] מחוץ למגרש. נמסר כי שלושה אנשים הועברו לבית החולים ו-01 אחרים [א2] נפגעו [/א2] בצורה קלה.,VAGUE,BEFORE
45.12.26,45,12,26," אבל הוא מצוי במלכוד, כי מחד הוא [א1] תומך [/א1] באש""ף ובמאבק בישראל, אבל מאידך יש לו מגבלה חמורה מאד, משום שבפועל הוא מנסה לנהל מדיניות הפוכה, שנועדה שלא לשרוף את הגשרים עם ארה""ב ולא לחמם את הגבול עם ישראל. זה הדבר האחרון שחוסיין [א2] רוצה [/א2] בו, אבל הוא לא בולם את האווירה הקיצונית וכשמתחילה הידרדרות לאורך הגבול עם ישראל והשלטון הירדני מאפשר לגורמים קיצוניים לפעול באופן עצמאי, הוא עלול לאבד את הריבונות הירדנית וליצור תהליך של לבנוניזציה של ירדן.",EQUAL,EQUAL
27.61.400,27,61,400," כך עשה גם בליגה להגנה בברוקלין. בארץ [א1] שיחרר [/א1] בלמים אצל קבוצות השוליים, והצליח להניח על השולחן רעיונות שגם אנשים מן היישוב [א2] הוגים [/א2] בהם, אך אינם מעיזים לבטא אותם (עד לעת האחרונה).",AFTER,AFTER
43.0.6,43,0,6,"שחקני מכבי ראשון לציון הצליחו לזכות בניצחון נוסף, הפעם על הפועל גבת העמק, לאחר משחק חלש [א1] שהסתיים [/א1] ביתרון של 6 נקודות בלבד (92 98). שחקני ראשון לציון לא היו אתמול בשיאם, אך למזלם ניצבה מולם קבוצת תחתית, כך שגם יכולת פחות מבינונית הספיקה להם לזכות בניצחון [א2] שהושג [/א2] לאחר במאמץ של הרגעים האחרונים.",EQUAL,EQUAL
109.8.13,109,8,13, פול גאסקוין קבע 1 0 לטוטנהאם בדקה ה-01 אולם אלן קורק [א1] הישווה [/א1] בדקה ה-72. בדקה ה-34 [א2] עלתה [/א2] ווימבלדון ליתרון 21 משער של פול מקגי.,BEFORE,VAGUE
55.4.74,55,4,74," נציג המהנדסים טען בבוררות, כי העירייה נמנעה מלפעול נגד ארגונים ומוסדות אחרים, הממוקמים במבנים שהוקמו על קרקע עירונית, אשר חוזה החכירה שלהם עם העירייה [א1] פג [/א1] כמו ""מצודת זאב"", ""בית המורה"" ועוד. לטענת המהנדסים מתכחש כיום ראש העירייה להבטחתו זו וכן להתחייבות שנתן, לדבריהם, בשעתו, בבית משפט [א2] שדן [/א2] בעניין דומה הקשור עם מכון התקנים.",VAGUE,BEFORE
87.2.8,87,2,8," הביקור [א1] מתוכנן [/א1] להתקיים בחודש מארס הקרוב ויתלוו אליו אנשי תקשורת דוברי ספרדית ובהם צוותי טלוויזיה ועיתונאים. בעת הביקור [א2] מבקשים [/א2] המשתתפים לקיים צעדת הזדהות עם מדינת ישראל ברחובות ירושלים ופגישות עם נשיא המדינה, שר התיירות וחברי כנסת.",EQUAL,NONE
27.47.369,27,47,369," אנשיה שבו וצצו רק על תקן של [א1] מלבי [/א1] יצרים (יעילים, יש לומר) בלוויות, בהפגנות ובאזכרות בעקבות מעשי רצח ערביים ביהודים. אהוד שפרינצק כתב על ""כך"" [א2] שהתפתחה [/א2] בה תרבות של כת.",NONE,EQUAL
11.66.170,11,66,170," זה כ02 שנה [א1] מתאמצת [/א1] חבורת שמרנים, ביניהם אירווינג קריסטול, להשיג סובסידיה פילנטרופית להוגים רבים יותר מהימין. הם סבורים שיש אירוניה בכך שמענקי קרנות באים בדרך כלל מטיפוסים שמרניים, אך הקרן לובשת לעיתים קרובות חזות של שמאלה מהמרכז בהנהגת הפילנטרופואידים (המונח שטבע דווייט מקדונלד בקרן פורד), שבסופו של דבר [א2] מנהלים [/א2] אותם.",AFTER,AFTER
11.67.190,11,67,190," הם סבורים שיש אירוניה בכך שמענקי קרנות באים בדרך כלל מטיפוסים שמרניים, אך הקרן לובשת לעיתים קרובות חזות של שמאלה מהמרכז בהנהגת הפילנטרופואידים (המונח שטבע דווייט מקדונלד בקרן פורד), שבסופו של דבר [א1] מנהלים [/א1] אותם. קריסטול וחבריו השמרנים עשו שני דברים: ראשית, הם [א2] עודדו [/א2] חברות לתעל את הפילנטרופיה שלהן ליוצאים מן הכלל של כלל זה, כמו קרן גון מ.",BEFORE,BEFORE
37.9.36,37,9,36," טוטנהאם, [א1] המפגרת [/א1] ב-5 נקודות אחרי ארסנל במקום השלישי, תארח את ווימבלדון. פיטר ריד הוותיק, [א2] שהחליף [/א2] זמנית את קולין הארווי, יוביל ביום א את מנצסטר סיטי למשחק החוץ שלה בלידס.",VAGUE,BEFORE
69.23.161,69,23,161," לאלה שניסו להתחכם וביקשו כי במקום ניכוי ימי היעדרות [א1] ינכו [/א1] ימים מחופשתם השנתית, הבהיר דנון כי אין להמיר ימי חופשה בימי היעדרות. ב""ליצואן"", עלון החדשות של מכון היצוא לחודש אוקטובר, נכתב כי [א2] נמכרו [/א2] כל שטחי התצוגה לשבוע המזון.",AFTER,VAGUE
27.74.452,27,74,452," עקב מצבם הכלכלי [א1] ביקשו [/א1] הנאשמים לפרוע את הקנס בתשלומים. מותו של סאלם איסמעיל מובארק רק [א2] ריחף [/א2] בחלל האולם שבו התנהל המשפט, אך לא נחת על שולחנם של השופטים תת-ניצב אברהם מלכה, ניצב משנה זיווה פרי-הר, וסגן-ניצב משה אלכסנדרוני.",VAGUE,EQUAL
111.2.20,111,2,20," אחרי משחקי אתמול נותר הפועל באר שבע היחיד שעדיין לא נוצח; ואת הטבלה סוגרות שלוש הקבוצות היחידות שעדיין לא [א1] השיגו [/א1] ניצחון (כפסר סבא, חולון, נתניה). וכאשר שתי הבית""ריות מעדו, מכבי חיפה של שלמה שרף לא [א2] שמט [/א2] את ההזדמנות.",BEFORE,BEFORE
111.2.18,111,2,18," אחרי משחקי אתמול [א1] נותר [/א1] הפועל באר שבע היחיד שעדיין לא נוצח; ואת הטבלה סוגרות שלוש הקבוצות היחידות שעדיין לא השיגו ניצחון (כפסר סבא, חולון, נתניה). וכאשר שתי הבית""ריות מעדו, מכבי חיפה של שלמה שרף לא [א2] שמט [/א2] את ההזדמנות.",AFTER,VAGUE
27.95.689,27,95,689," מהעניין נדף ריח קשה. נוצר רושם שהרשויות הנוגעות בדבר [א1] מתחמקות [/א1] מלחקור את מותו של סאלם איסמעיל מובארק, שלא היה פעיל באינתיפאדה, לא היה מעורב באירוע ביטחוני כלשהו, [א2] ייחל [/א2] לרגע שתיפסק האלימות היהודית-פלשתינאית כדי שיוכל לשוב למסלול חייו הקודם (הוא היה אמן גילוף בעץ), נהרג על מפתן ביתו כשהוא ובני משפחתו חורשים את חלקת אדמתם.",AFTER,AFTER
15.12.54,15,12,54, מקורות פלשתיניים דיווחו שהתקריות [א1] החלו [/א1] בכמה מחנות פליטים כבר ביום שישי. מאות תושבים [א2] תקפו [/א2] את משטרת עזה באבנים ובמוטות ברזל וניפצו שמשות ופנסים בכלי רכב.,EQUAL,EQUAL
55.5.79,55,5,79," לטענת המהנדסים [א1] מתכחש [/א1] כיום ראש העירייה להבטחתו זו וכן להתחייבות שנתן, לדבריהם, בשעתו, בבית משפט שדן בעניין דומה הקשור עם מכון התקנים. בעדותו בבוררות [א2] אמר [/א2] להט, כי בית המהנדס איננו מהווה יותר מוסד ציבורי, שכן לשכת המהנדסים הפכה אותו לעסק, בהשכירה חלק מהמקום למפעיל אולם שמחות.",BEFORE,EQUAL
13.4.13,13,4,13," הוא [א1] מת [/א1] לפני כמה שנים בספרד. הוא לא הטריד את הממסד הצרפתי בהצהרות מביכות, ושלטונות צרפת לא טרחו [א2] שיוסגר [/א2] לידיהם לצורך העמדתו לדין.",AFTER,AFTER
3.5.84,3,5,84," אני מוכן, ורוצה, לשלוח את הילד שלי לירושלים עם זר פרחים ועם קופסת ממתקים, כדי להביע הוקרה ועידוד לנכד של אבא קובנר, שחטף סכין בראש מידי אותו מרצח שפל [א1] שדקר [/א1] למוות שלושה יהודים בשכונת בקעה. אני רוצה שהילד שלי יסתכל בעיניים של הילד הפגוע ויגיד לו: ""אתה לא לבדך בירושלים, כי גם אנחנו [א2] הגרים [/א2] בנווה-מונסון, אתך בלב איתן ביחד"".",VAGUE,AFTER
11.104.317,11,104,317," הטיפוסים לובשי החליפות הכהות, השייכים לזרם מרכזי יותר, אומרים ששום מדינה אינה יכולה להיות בטוחה אם לא יהיה ""מבנה ביטחון אירופי יציב"". וכלכלנים בחבורת מקדמי המדיניות התעשייתית, יחד עם מחנכים בחבורת החינוך למצוינות, [א1] ניסו [/א1] בעורמה לשים ידם על כספי מדיניות החוץ, בטענה שבעתיד [א2] יוגדר [/א2] הביטחון הלאומי במונחים של כושר תחרות כלכלי, לא של עוצמה צבאית.",BEFORE,BEFORE
27.34.263,27,34,263," כאשר עלה בגין לשלטון ב7791 כתב כהנא: ""סוף סוף יש לנו ראש ממשלה יהודי"", והגדיר את המהפך הפוליטי כ""נס הנסים"". כעבור שנה, כאשר [א1] נחתמו [/א1] הסכמי קאמף-דייוויד, [א2] גרם [/א2] לו גיבורו אכזבה מרה.",BEFORE,EQUAL
45.13.46,45,13,46," זה הדבר האחרון שחוסיין רוצה בו, אבל הוא לא בולם את האווירה הקיצונית [א1] וכשמתחילה [/א1] הידרדרות לאורך הגבול עם ישראל והשלטון הירדני מאפשר לגורמים קיצוניים לפעול באופן עצמאי, הוא עלול לאבד את הריבונות הירדנית וליצור תהליך של לבנוניזציה של ירדן. התופעה הזו מעניינת, כי אם אמנם [א2] יוברר [/א2] בוודאות שאנשי כוחות הביטחון הכללי (משטרת הביטחון) נמנו על המחבלים, זה מעיד על כך שגם קיצוניים איסלמים רדיקליים, הצליחו לחדור אל הגוף האחראי על ביטחון הפנים בירדן.",BEFORE,BEFORE
27.0.6,27,0,6,"השבוע, ביום שלישי לפני הצהריים, כמה שעות לאחר שנודע על הרצחו של מאיר כהנא, [א1] עמד [/א1] צעיר בעל עצמות לחיים גבוהות בקומת הכניסה של מטה ""כך"" בירושלים ונשא דברים מתלהמים. על מסירות הנפש של מאיר כהנא [א2] שהפך [/א2] לקורבן עולה; על שוטרים ערבים המפקחים על כניסת יהודים להר הבית ועל הקשר שיש להם עם ארגוני חבלה ערביים שהכינו רשימה של יהודים שיש להתנקש בחייהם; על כך שמהיום והלאה מוטב לכל ערבי להתבונן היטב סביבו, עשרים וארבע שעות ביממה, משום שמישהו עלול לארוב לו.",AFTER,AFTER
27.61.397,27,61,397," כך [א1] עשה [/א1] גם בליגה להגנה בברוקלין. בארץ שיחרר בלמים אצל קבוצות השוליים, והצליח להניח על השולחן רעיונות שגם אנשים מן היישוב [א2] הוגים [/א2] בהם, אך אינם מעיזים לבטא אותם (עד לעת האחרונה).",AFTER,AFTER
27.64.413,27,64,413," בהופעה שלו בפני אנשי אחיהוד, למשל, דיבר בבוטות רבה על כך שהאשכנזים [א1] גנבו [/א1] להם את הילדים עם בואם ארצה. הוא [א2] קרא [/א2] דרור ליצרי הנקמה הכי כמוסים.",BEFORE,BEFORE
69.23.156,69,23,156," לאלה [א1] שניסו [/א1] להתחכם וביקשו כי במקום ניכוי ימי היעדרות ינכו ימים מחופשתם השנתית, הבהיר דנון כי אין להמיר ימי חופשה בימי היעדרות. ב""ליצואן"", עלון החדשות של מכון היצוא לחודש אוקטובר, [א2] נכתב [/א2] כי נמכרו כל שטחי התצוגה לשבוע המזון.",VAGUE,VAGUE
27.62.407,27,62,407," בארץ שיחרר בלמים אצל קבוצות השוליים, והצליח להניח על השולחן רעיונות שגם אנשים מן היישוב [א1] הוגים [/א1] בהם, אך אינם מעיזים לבטא אותם (עד לעת האחרונה). הוא [א2] ניגן [/א2] באופן ציני על הפער העדתי.",BEFORE,BEFORE
109.20.27,109,20,27," מלבד המשחק בין ארסנל לקריסטל פאלאס, הסתיימו עוד שלושה מאבקים ללא שערים: דרבי (מקום 91) מנצסטר יונייטד, סנדרלנד קובנטרי, ומאבק התחתית בין שפילד יונייטד לאוורטון עם המנהל החדש-ישן האוורד קנדל שהותיר את המארחים ללא ניצחון ליגה. אסטון וילה, [א1] שהודחה [/א1] בשבוע שעבר מגביע אופ""א בידי אינטר מילאנו, הבקיעה אתמול שער ראשון בליגה אחרי חודש מרגלי הבלם הדני קנט נילסן בדקה ה-16, אבל [א2] הסתפקה [/א2] ב-1 1 במגרשה עם נוטינגהאם שהישוותה בדקה ה-87.",BEFORE,BEFORE
27.25.162,27,25,162," המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו [א1] יגיע [/א1] לראשות הממשלה יבוא אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל [א2] מביא [/א2] את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג מתרגשת ובאה על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה וזוכה לגאולה שלמה.",VAGUE,VAGUE
65.13.98,65,13,98," 84 דיירים המתגוררים ברחוב החלמונית 3, 5 ו7 בקריית ראשון בראשון-לציון [א1] הגישו [/א1] השבוע סדרה של תביעות נגד סולל בונה. התביעות שהוגשו לבית-משפט השלום ברחובות [א2] מסתכמות [/א2] בכמיליון ש""ח.",AFTER,BEFORE
11.55.128,11,55,128," יש אנשים [א1] המתקשים [/א1] להבטיח בפרצוף פוקר שהם יציעו פתרון לבעיה חברתית מרכזית. לאנשים אלה מומלץ ליהפך לקטליזטורים: לקבץ יחד אנשים רבים היכולים להבטיח פתרונות או שלפחות יכולים היו, אילו [א2] סגרו [/א2] אותם במרכז ועידות במשך ימים, להציע פתרון.",VAGUE,VAGUE
97.3.1,97,3,1," איי-סי-אף קייזר היא חלק מחברת אמריקן קפיטל אנד ריסרץ. החברות [א1] הודיעו [/א1] כי [א2] ייסדו [/א2] את החברה המשותפת, שתיקרא אס-די-קיי, כתגובה למחסור ביכולת הייצור של אלומיניום.",AFTER,AFTER
111.12.113,111,12,113," את כל הארבעה [א1] כבש [/א1] כוכבם הארגנטיני, מאזן הבקעה אישי נדיר ומרשים, אבל לא שיא הבקעה לאומי. במחזור ה-6 [א2] הובקעו [/א2] 41 שערים, הורחקו שני שחקנים וצפו, על פי דיווחי סופרי ""ספורט הארץ"" 52 אלף צופים, ממוצע של 5000 צופים למגרש.",VAGUE,EQUAL
27.96.734,27,96,734," נוצר רושם שהרשויות הנוגעות בדבר מתחמקות מלחקור את מותו של סאלם איסמעיל מובארק, שלא היה פעיל באינתיפאדה, לא היה מעורב באירוע ביטחוני כלשהו, ייחל לרגע שתיפסק האלימות היהודית-פלשתינאית כדי שיוכל לשוב למסלול חייו הקודם (הוא היה אמן גילוף בעץ), נהרג על מפתן ביתו כשהוא ובני משפחתו חורשים את חלקת אדמתם. הרושם הזה [א1] התחזק [/א1] [א2] כשהתברר [/א2] שמכתב ששיגר עו""ד דרוויש נאסר, פרקליטה של משפחת ההרוג, ללשכת שר המשטרה דאז, חיים בר-לב, לא טופל כלל, ושפניות של ח""כ דדי צוקר ושל אדי קאופמן (מעבידו של מובארק) לא נענו אף הן.",AFTER,AFTER
27.92.656,27,92,656," פניתי לדובר משרד המשטרה וזה מסר, לאחר בדיקה, כי העניין נתון לחקירת משמר הגבול. כאשר [א1] התפרסמה [/א1] גרסת דובר משרד המשטרה, נזעק מפקד משמר הגבול לתקן: החיל שלו לא חקר את המקרה ואינו [א2] יודע [/א2] עליו כלל.",AFTER,AFTER
115.3.11,115,3,11," גם ההתנהגות הספורטיווית של האוהדים ראויה להערכה. הרחק מהמולת הדרבי האשדודי המאכזב [א1] התברג [/א1] מוביל חדש בארצית: הפועל ר""ג, [א2] שניצח [/א2] 3 1 את מכבי שעריים ולו 2 נקודות יותר מעירוני שאיבד את הפסגה.",AFTER,AFTER
3.0.10,3,0,10,"הידיעה שפורסמה תחת הכותרת: ""הורים בבית הספר בנווה-מונוסון נגד טיול לירושלים; טוענים: הפגנה פוליטית""; (""הארץ"", 0192), [א1] הטרידה [/א1] אותי מאוד. נילי מנדלר, שמסרה את הידיעה מפי הורים (אין [א2] יודעים [/א2] אם מדובר בהורה בודד, או בקבוצת הורים מסוימת), כתבה כי ""אחד ההורים, שהחזיר למנהלת את הספח החוזר שבו הביע התנגדות להשתתפות ילדו בטיול, טען כי ""זהו חינוך פוליטי כאשר ילדינו משמשים אמצעי חי להפגנות"".",VAGUE,AFTER
15.65.356,15,65,356," תושבים [א1] טענו [/א1] כי האבן נזרקה בידי חיילים מתצפית צבאית, הנמצאת על גג בניין אגודת הצדקה בשכונה. מצה""ל נמסר כי ממצאי תחקיר ראשוני לא העלו דבר וכי היום [א2] יתבצע [/א2] תחקיר מקיף.",BEFORE,BEFORE
17.30.218,17,30,218," זה המגנה את רוצחו של מאיר כהנא, מן הראוי שישמיע את קולו נגד כל רצח, ואסור לו להיות [א1] מושפע [/א1] מהשקפותיו הפוליטיות. יש ליצור אווירה ציבורית שתשים סכר מפני תעמולתה של תנועת ""כך"", ושתרחיק את הסכנה שיהודים [א2] ייפגעו [/א2] מכלים שיקותיאל בן-יעקב קרא להפעלתם.",VAGUE,VAGUE
13.26.87,13,26,87," אני סבור שהם [א1] נהנים [/א1] מהזדהות מעמדית אמיתית. לא [א2] תובעים [/א2] לדין שר או ממונה על המשטרה, משום שהוא שייך לחוג של אנשים שאינו רוצה שיכבסו את הכביסה המלוכלכת"".",AFTER,AFTER
5.0.0,5,0,0,"מאמר המערכת [א1] שהתפרסם [/א1] תחת הכותרת ""יחדל נא מילוא להתלבט"" (""הארץ"", 111), [א2] תובע [/א2] למצות את הדין עם המפכ""ל וקציני המשטרה הבכירים בגלל מחדליהם באירועי הר הבית. זהו כישלונו היחיד עד כה של המפכ""ל, שנגרם רק בגלל העובדה שהוא סמך יותר מדי על קציניו הבכירים.",AFTER,AFTER
