id,document_number,window_number,pair_number,text,hadar,shir
50.10.37,50,10,37," מכבי חיפה [א1] השיג [/א1] ניצחון חוץ על בית""ר ת""א 85 99, ששיפר את מעמדו במרכז הטבלה. בית""ר [א2] התנחם [/א2] בעזיבת המקום האחרון.",,BEFORE
55.4.78,55,4,78," נציג המהנדסים טען בבוררות, כי העירייה נמנעה מלפעול נגד ארגונים ומוסדות אחרים, הממוקמים במבנים שהוקמו על קרקע עירונית, אשר חוזה החכירה שלהם עם העירייה פג כמו ""מצודת זאב"", ""בית המורה"" ועוד. לטענת המהנדסים מתכחש כיום ראש העירייה להבטחתו זו וכן להתחייבות שנתן, לדבריהם, בשעתו, בבית משפט [א1] שדן [/א1] בעניין דומה [א2] הקשור [/א2] עם מכון התקנים.",AFTER,AFTER
54.40.235,54,40,235," בישיבה הוחלט כי המשרד לאיכות הסביבה ישלם למשרד התעשייה והמשרד חצי מיליון ש""ח עבור מרכזיית הטלפונים של תמ""ס [א1] שתועבר [/א1] יחד עם המבנה לרשות המשרד לאיכות הסביבה. מרינוב זעם על ההחלטה, ובמשרד לאיכות הסביבה [א2] טענו [/א2] כי לא ימלאו אותה.",,AFTER
108.28.84,108,28,84," אמנם נוצחנו פעם אחת, אבל לא שיחקנו נגד הגדולות. אם [א1] ננצח [/א1] באחד משלושת המשחקים הבאים נגד הפועל תל אביב, מכבי תל אביב והפועל גליל עליון זה יהיה הישג אדיר, [א2] שיתן [/א2] לנו דחיפה קדימה"".",BEFORE,BEFORE
27.35.278,27,35,278," כעבור שנה, כאשר נחתמו הסכמי קאמף-דייוויד, גרם לו גיבורו אכזבה מרה. הוא ראה בבגין אדם [א1] שבגד [/א1] באמונתו ובעמו, ובמאמר ב""גואיש פרס"" [א2] פסק [/א2] כי ראש הממשלה לקה ב""חילול השם"" בכך שהפחד שלו מהגויים גבר על יראת ה.",BEFORE,BEFORE
111.8.72,111,8,72," מכבי תל אביב [א1] השיג [/א1] את ניצחונו השני, הפעם על צפרירים בחולון, רק 21 אבל מספיק כדי להעלות את המוראל ולהגביר את התחושה שעם שני הניצחונות הרצופים תחל התקופה הוורודה שהאוהדים כך מייחלים לה. הפועל ירושלים [א2] הותיר [/א2] את מכבי נתניה אחת משלוש הקבוצות היחידות שעדיין לא השיגו ניצחון, כאשר גבר על הנתנייתים 1 0 ודירדר אותם לשכנות - במצוקה עם שני סוגרי הטבלה מחולון ומכפר סבא.",VAGUE,VAGUE
60.2.45,60,2,45," גולן הביע שביעות-רצון מהדרך בה פועלת אלביט, כמפעל פרטי ראשון שקיבל על עצמו, מרצונו, את העקרונות שעל-פיהם עובדת הרשות לשיתוף פעולה תעשייתי. לדבריו [א1] הוקם [/א1] באלביט גוף שמפקח על הקניות [א2] ובודק [/א2] כל הזמנה המיועדת לחו""ל, אם ניתן לרכוש אותה בארץ.",,BEFORE
17.24.186,17,24,186," שמא למדו יובל נאמן וגאולה כהן לקח מהעובדה שאנשי ""כך"" סילקו אותם מהלוויה? עיניהם, ועיני כל האחרים שראו במאיר כהנא ""פטריוט"" יהודי כי הטיף לשנוא את כל הערבים צריכות עתה להיפקח. משטרת ישראל [א1] עשתה [/א1] מאמץ גדול כדי לרסן את ההמונים [א2] שהתפרעו [/א2] בשעת הלוויה בירושלים; היא מצווה להתמיד במאמץ זה, ולא רק בירושלים.",AFTER,AFTER
115.38.100,115,38,100, לב דווקא המקומיים שפיגרו 0 2 בתום המחצית הראשונה [א1] החמיצו [/א1] נצחון אחרי שתקפו ברוב שלבי המשחק. במחצית השניה [א2] הגבירה [/א2] חדרה את לחצה והשערים שכבשה היו רק ענין של זמן.,AFTER,AFTER
124.38.137,124,38,137," בגבול גרמניה-אוסטריה לינדאו-ציגלהאוז [א1] התעוררה [/א1] אסומן, יצאה מהמכונית שנסעה לאיטה בתחבורה העמוסה וקראה לעובדי המכס, ""הצילו אותנו, אבא חוטף אותנו"". האב והדודה נעצרו והבנות [א2] עברו [/א2] שטיפת קיבה.",,BEFORE
27.80.567,27,80,567," הן ביקשו לתחום את המשפט למסגרתו המשמעתית, והזכירו לשופטים כי פרקליט מחוז ירושלים קבע שאי-אפשר להעמיד את שני הנאשמים לדין פלילי על הריגה, משום שאין יכולת להוכיח כי היריות המיוחסות להם הן שהרגו את מובארק. לאחר סדרה לא קצרה של ישיבות, שבהן פרשה התביעה את ראיותיה, [א1] הגיעו [/א1] שני הצדדים להסכם: גיליון האישום תוקן הושמטה ממנו הפסקה שהזכירה את מותו של מובארק ונקבע כי היריות שירו השניים לא [א2] גרמו [/א2] לסיכון חיי אדם.",AFTER,AFTER
11.38.104,11,38,104," ""אתה מתבונן בנושא שיהיה בעל ערך לגיטימי למחקר, ובו בזמן יכבוש את דמיונו של פקיד התוכנית"", אומר וורן מילר, איש מדעי המדינה באוניברסיטת אריזונה. במשך עשרות שנים [א1] שימש [/א1] מילר [א2] מגייס [/א2] מענקים מרכזי לפרויקט חקר הבחירות הארציות, מחקר על התנהגות מצביעים שבעקבותיו נכתב ב1960 החיבור הקלאסי ""המצביע האמריקאי"".",VAGUE,EQUAL
117.17.122,117,17,122," כשאתה ממתין לשיחה [א1] העוברת [/א1] דרך מרכזייה במוסד גדול, הסיכויים לכך אף רבים יותר. והשאלה הנצחית, מדוע [א2] שומעים [/א2] אותי מהעבר השני ואני חייב לחייג שוב ולפעמים שוב ושוב? לחברת ויזה יש עניין מובן לעודד את השימוש בכרטיסי אשראי, אך הפעם נדמה שהפריזו.",VAGUE,VAGUE
15.38.156,15,38,156," לדבריהם, היו התנגשויות בין צה""ל לתושבים מקומיים החל משעות הבוקר המוקדמות, כאשר מאות רעולי פנים [א1] יידו [/א1] אבנים על חיילים. קצין בכיר [א2] הגדיר [/א2] את המתרחש ברצועה ביומיים האחרונים כמלחמה.",BEFORE,VAGUE
65.12.92,65,12,92," עדיין לא הוגש כתב הגנה. 84 דיירים [א1] המתגוררים [/א1] ברחוב החלמונית 3, 5 ו7 בקריית ראשון בראשון-לציון [א2] הגישו [/א2] השבוע סדרה של תביעות נגד סולל בונה.",BEFORE,BEFORE
27.25.170,27,25,170," המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו יגיע לראשות הממשלה [א1] יבוא [/א1] אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא [א2] מתוארת [/א2] בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג מתרגשת ובאה על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה וזוכה לגאולה שלמה.",VAGUE,VAGUE
92.8.22,92,8,22," משה ויזל, מנכ""ל החברה, זומן לבירורים בהתאחדות חברות הביטוח וכן עם מנהלי חברות ביטוח. [א1] טענו [/א1] בפניו שהוא [א2] כורת [/א2] את הענף של הביטוח עליו הוא יושב.",,AFTER
89.2.3,89,2,3," רצח מדרגה שנייה הוא האישום החמור ביותר שבו ניתן להאשים חשוד ברצח במדינת ניו-יורק, שאינו [א1] מואשם [/א1] ברצח של איש כוחות הביטחון. כתבי האישום [א2] הוגשו [/א2] למיטתו של החשוד בבית החולים ""בלוויו"" במנהטן, שם הוא מחלים מפציעתו.",VAGUE,BEFORE
128.16.122,128,16,122," דיומא מוביל את גיבורו במשעול הצר שבין ""פאוסט"", מצד אחד, ו""דוקטור גקיל ומיסטר הייד"", מצד שני. טיבו, שהיה ספקן מלכתחילה, [א1] מתאהב [/א1] ברוע ובאפשרויות העצומות [א2] הגלומות [/א2] בו, וסופו שהוא מחליף את השטן עצמו ולובש את דמות הזאב האימתני והשחור.",,AFTER
128.13.103,128,13,103," בתמורה דורש השטן שערה אחת משערות ראשו של טיבו עם התגשמות האיחול הרע הראשון, שתיים עם השני, ארבע עם השלישי וכן הלאה. טיבו [א1] זונח [/א1] את אומנות הסנדלרות ומתקיים על הציד שצדים למענו זאבי היער [א2] הכפופים [/א2] כמובן ישירות לשטן.",,AFTER
131.46.123,131,46,123," לו רק היה הימין סומך קצת על השמאל שיעזור לו להשתחרר מהפחד, היינו כולנו נשכרים. תל-אביב: ח""כ יוסי שריד [א1] הודיע [/א1] לאחרונה כי [א2] טעה [/א2] כאשר התנגד להפצצת הכור האטומי בעיראק.",,AFTER
11.98.305,11,98,305," הקרנות הלא-שמרניות היו בעיקר אלה שפרסמו מחקרים לאין-ספור בשאלה כיצד לשמור על השלום. עכשיו, כשהמלחמה הקרה חלפה, [א1] מנסים [/א1] כולם למצוא משפטים ומטבעות לשון חדשים [א2] שילכדו [/א2] את תשומת לבם של פקידי תוכניות.",BEFORE,BEFORE
119.13.38,119,13,38," לפיד [א1] מעיד [/א1] על הסדרה שהיא אינה אוטוביוגרפית במובן הפורמלי של המלה, אך האווירה בהחלט לקוחה מביתו וממערכת עיתונו. לפיד [א2] מודע [/א2] לכך שהסדרות שצולמו לטלוויזיה הישראלית עד כה לא התקבלו באהדה רבה על-ידי המבקרים.",AFTER,EQUAL
133.23.85,133,23,85," איטליה ""האחרת"", שלחצה במשך שנים לשינוי ספר החוקים הפלילי, מורשת המשטר הפאשיסטי, [א1] עדה [/א1] לשימוש רע ביסודות מדינת חוק. משבר בתי המשפט בדרום [א2] הגיע [/א2] לידי כך שבמחוז קלאבריה בלבד נערמו 21 אלף תיקים הממתינים למשפט.",,BEFORE
101.9.127,101,9,127," קשרי מכבי, נימני, קלינגר, זוהר ושוהם שהחליף את מלמיליאן הפצוע, גילו עליונות בולטת במרכז השדה ולאחר החמצה של קלינגר בדקה העשירית עלו ליתרון (91): זוהר פרץ באין מפריע באגף הימני, שילח כדור למרכז הרחבה וקלינגר הצליח במה שנכשל קודם ובבעיטה מ-8 מטרים קבע 1 0. דקה לאחר השער [א1] שספגו [/א1] נותרו החולונים עם עשרה שחקנים, פעם רביעית בעונה זו, [א2] כשהמורחק [/א2] התורן הוא אילן חכים שבעט ללא כדור באלי דריקס וראה את כרטיסו האדום של שיינר.",NONE,BEFORE
13.5.24,13,5,24," הוא לא הטריד את הממסד הצרפתי בהצהרות מביכות, ושלטונות צרפת לא טרחו [א1] שיוסגר [/א1] לידיהם לצורך העמדתו לדין. שתי פרשיות אחרות, נוסף על זו של רנה בוסקה, [א2] נמצאות [/א2] אף הן כיום בדיון משפטי מוקדם שנמשך זמן רב: זו של מוריס פאפון וזו של פול טובייה.",VAGUE,VAGUE
27.25.200,27,25,200," המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו יגיע לראשות הממשלה יבוא אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית [א1] קרבה [/א1] והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג מתרגשת ובאה על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה [א2] וזוכה [/א2] לגאולה שלמה.",BEFORE,VAGUE
117.11.103,117,11,103, בתגובתה לתלונה בכתב התעלמה העירייה מהעובדה שהמים הופסקו יום אחר יום. בעירייה גם [א1] התעלמו [/א1] מכך שלא [א2] נשלחה [/א2] הודעה מראש ובכתב.,AFTER,AFTER
54.47.265,54,47,265," חברי ההנהלה, לטענת המבקרים, משחקים ""ראש קטן"", כל אחד לעצמו. עכשיו כשפרץ במלוא עוצמתו הסכסוך עם העובדים [א1] עומדים [/א1] רוב חברי ההנהלה מן הצד ואינם מתערבים, [א2] טוענים [/א2] העובדים.",,BEFORE
11.66.166,11,66,166," זה כ02 שנה [א1] מתאמצת [/א1] חבורת שמרנים, ביניהם אירווינג קריסטול, להשיג סובסידיה פילנטרופית להוגים רבים יותר מהימין. הם [א2] סבורים [/א2] שיש אירוניה בכך שמענקי קרנות באים בדרך כלל מטיפוסים שמרניים, אך הקרן לובשת לעיתים קרובות חזות של שמאלה מהמרכז בהנהגת הפילנטרופואידים (המונח שטבע דווייט מקדונלד בקרן פורד), שבסופו של דבר מנהלים אותם.",AFTER,AFTER
15.30.117,15,30,117," בכפר בלעא בנפת טול כרם תקפו שלושה רעולי פנים בסכינים רופא מקומי ד""ר עפיף ברברח, בן 03, [א1] שאושפז [/א1] במצב קשה בבית החולים אל איתיחאד בשכם. מקורות צבאיים [א2] מסרו [/א2] כי ביום שישי הושלך בקבוק תבערה לעבר כוח משמר הגבול ברחבת כנסיית המולד בבית לחם, אך הוא התנפץ מבלי להתלקח ומבלי לגרום לנזק או לנפגעים.",VAGUE,VAGUE
79.9.31,79,9,31," מנכ""ל משרד התיירות הדגיש בדבריו לפני הנוכחים, כי בעוד הטמפרטורה בבודפשט היא אפס מעלות, [א1] מראה [/א1] הטמפרטורה באילת 82 מעלות צלסיוס. לדברי רוזנטל, הושלמו בהצלחה המגעים עם סיטונאי התיירות של בריטניה, [א2] שהתחייבו [/א2] להמשיך ולפרסם את ישראל בתוכניות קיץ 19.",,BEFORE
111.3.21,111,3,21," וכאשר שתי הבית""ריות מעדו, מכבי חיפה של שלמה שרף לא [א1] שמט [/א1] את ההזדמנות. אחרי שני מחזורים בהם לא [א2] הצליח [/א2] להבקיע וצבר נקודה בלבד מ-6, ניצח אתמול מכבי חיפה במגרשו 2 1 את המתמודד עימו על הבכורה, הפועל פתח תקוה, כדי לחזור לראש הדירוג עם 31 נקודות ויתרון ממשי גם בהפרש השערים (11 4).",AFTER,AFTER
101.4.3,101,4,3," [א1] שפט [/א1] יעקב שיינר, 3,000 צופים, בחולון. כן, מכבי תל אביב ניצח את צפרירים 2 1, אבל תשאלו את האוהדים בצהוב שיצאו ביום שישי מהמגרש בחולון, הם לא [א2] אהבו [/א2] את מה שראו.",EQUAL,VAGUE
65.9.78,65,9,78," כמו-כן טוען מנהל החברה כי [א1] פנה [/א1] למנהל הסניף וביקש ממנו ערבות בנקאית כדי לקבל הלוואות חיצוניות נוחות (מחוץ לבנק). לטענת מנהל החברה, הודיע לו מנהל סניף הבנק כי הוא חייב לקבל הלוואה אך ורק באמצעות מלווה בשוק האפור, אדם בשם מנחם פרבר, שאם לא כן לא [א2] יכבד [/א2] הבנק צקים של החברה.",BEFORE,VAGUE
31.4.97,31,4,97," הסיבה: המדיניות הכלכלית הנועזת של מפלגת העבודה [א1] נכשלה [/א1] כישלון חרוץ. מאז הונהגו הרפורמות באמצע שנות השמונים סובלת ניו זילנד מקיפאון כלכלי, התוצר הלאומי כמעט שלא עלה, ושיעור האבטלה [א2] מתקרב [/א2] לשמונה אחוזים שיא של כל הזמנים במדינה זו.",,BEFORE
7.39.74,7,39,74," טוקי קיבל רק 52 אלף. ב48 [א1] תיאר [/א1] מנכ""ל אייפא""ק טום דאיין את הארקין כאחד מששה או שבעה סנאטורים, [א2] שנבחרו [/א2] בזכות ""כסף יהודי"".",AFTER,AFTER
124.35.117,124,35,117,", במעון שאליו [א1] הועברו [/א1] הילדות, לקחת אותן לקניות. אצל מגדת עתידות טורקייה הולעטו הנערות אלכוהול וכדורי שינה [א2] ונלקחו [/א2] לאב.",,BEFORE
124.59.194,124,59,194," חלומה היה להיות שופטת. הורים טורקיים מייחסים אמנם חשיבות גוברת והולכת להשכלתן של הבנות, אבל עצמאותן [א1] הגוברת [/א1] [א2] מפחידה [/א2] אותם.",,BEFORE
27.96.713,27,96,713," נוצר רושם שהרשויות הנוגעות בדבר [א1] מתחמקות [/א1] מלחקור את מותו של סאלם איסמעיל מובארק, שלא היה פעיל באינתיפאדה, לא היה מעורב באירוע ביטחוני כלשהו, ייחל לרגע שתיפסק האלימות היהודית-פלשתינאית כדי שיוכל לשוב למסלול חייו הקודם (הוא היה אמן גילוף בעץ), נהרג על מפתן ביתו כשהוא ובני משפחתו חורשים את חלקת אדמתם. הרושם הזה התחזק כשהתברר שמכתב ששיגר עו""ד דרוויש נאסר, פרקליטה של משפחת ההרוג, ללשכת שר המשטרה דאז, חיים בר-לב, לא טופל כלל, ושפניות של ח""כ דדי צוקר ושל אדי קאופמן (מעבידו של מובארק) לא [א2] נענו [/א2] אף הן.",BEFORE,VAGUE
43.2.19,43,2,19," דקה ו-14 שניות לסיום הובילו שחקני ראשון לציון ביתרון של 91 90 בלבד, ורק יכולת טובה של חיים זלוטיקמן ויוגין בנקס [א1] הותירה [/א1] את הניצחון בבית. ראשון לציון [א2] הירבתה [/א2] לאבד כדורים, וברגעים קריטיים איפשרה לשחקני גבת לחזור למשחק.",AFTER,AFTER
45.11.18,45,11,18," המשטר הזה רוצה לתת כמה שפחות ביטויים אופרטיווים להזדהות פורמלית עם סדאם חוסיין ועם המאבק נגד ישראל. אבל הוא [א1] מצוי [/א1] במלכוד, כי מחד הוא תומך באש""ף ובמאבק בישראל, אבל מאידך יש לו מגבלה חמורה מאד, משום שבפועל הוא [א2] מנסה [/א2] לנהל מדיניות הפוכה, שנועדה שלא לשרוף את הגשרים עם ארה""ב ולא לחמם את הגבול עם ישראל.",EQUAL,AFTER
122.11.91,122,11,91," תמיד סיקרן אותי לדעת מי המציא את השמות המוזרים הללו לתוכניות החיסכון, שהתהדרו עתה בשם המוזר ""כוח תשורת המשך"". [א1] למדתי [/א1] שזכות היוצרים מחולקת בין האוצר לבין הבנקים: האוצר, באשרו מסגרת כללית לסוג תוכניות מסוים, [א2] המציא [/א2] את השם ""תשורה"" (קודם לכן ""תשואה""), ועתה התיר להוסיף את התיבה ""המשך"" לתוכנית מתוקנת; בנק לאומי המציא את ""כוח"", בנק הפועלים הבריק ב""מטמון"" וכולי.",,AFTER
71.5.22,71,5,22," חמישה גורמים התמודדו על רכישת המשרדים: חברת דנוור, שאחד מבעליה הוא אהוד אליאב, שהיה סמנכ""ל שיכון עובדים; נציגים של חברה אנגלית; חברת מירומית לדודי-שמש, שמניותיה נסחרות בבורסה התל-אביבית; הקבלן אלן פרוינד; חברת קפלן נעים. המחיר הראשוני [א1] שנדרש [/א1] תמורת המשרדים היה 045 אלף דולר, אך הקונים העלו את המחיר בהדרגה במהלך המכירה הפומבית [א2] שנערכה [/א2] בבית-המשפט המחוזי בת""א.",EQUAL,AFTER
99.61.47,99,61,47, כל ענף [א1] מנווט [/א1] את ההכנות הבין-לאומיות לספורטאים בדרג הבכיר. [א2] השתדלנו [/א2] להימנע מפגיעה בענפים הנמצאים בהכנות אולימפיות.,EQUAL,BEFORE
128.16.124,128,16,124," דיומא מוביל את גיבורו במשעול הצר שבין ""פאוסט"", מצד אחד, ו""דוקטור גקיל ומיסטר הייד"", מצד שני. טיבו, שהיה ספקן מלכתחילה, [א1] מתאהב [/א1] ברוע ובאפשרויות העצומות הגלומות בו, וסופו שהוא מחליף את השטן עצמו [א2] ולובש [/א2] את דמות הזאב האימתני והשחור.",,BEFORE
70.2.10,70,2,10," כך [א1] מדווח [/א1] כתב העיתון ""ואשינגטון פוסט"" מפי כתבו בירושלים. זהו הדיווח השני, בשבוע האחרון של כתב אמריקאי מישראל, [א2] האומר [/א2] כי ישראל מודאגת מהיעדר תיכנון משותף בין ואשינגטון לירושלים בדבר אפשרות שידרש תיאום בין שתי המדינות, אם יפרוץ עימות צבאי במפרץ.",,EQUAL
111.5.39,111,5,39," לטובת חיפה [א1] שיחקו [/א1] גם שלוש קבוצות צמרת הצמודות אליו, שהפסידו ואיפשרו לחיפאים לנצל את ההזדמנות הזו במלואה. אל המקום השני [א2] נסוג [/א2] בית""ר ירושלים, שירד לנגב ואיפשר למארחו בבאר שבע להשיג את ניצחונו הראשון העונה (2 0), אחרי סידרה בלעדית מפתיעה של 5 תיקו בזה אחר זה.",VAGUE,BEFORE
17.31.226,17,31,226," יש ליצור אווירה ציבורית [א1] שתשים [/א1] סכר מפני תעמולתה של תנועת ""כך"", ושתרחיק את הסכנה שיהודים ייפגעו מכלים שיקותיאל בן-יעקב קרא להפעלתם. יש ליצור מצב שבו ""כך [א2] תבודד [/א2] מרוב יהודי ישראל.",EQUAL,BEFORE
120.6.20,120,6,20," ""בצד אמנים מוכרים, אנחנו מעודדים גם אמנים חדשים"", [א1] מוסיפה [/א1] אנגלמן. תמורת השימוש בהדפס [א2] מקבל [/א2] האמן בין רבע לשליש מכמות ההדפסים המופקת.",,AFTER
89.14.85,89,14,85," הממונה על החקירה מסר כי התגלה שא-נוסייר היה חובב אקדחים, ובדירתו [א1] נמצאו [/א1] חוברות רבות של מגזינים המיועדים לשכירי חרב. החשוד [א2] נסע [/א2] לעתים קרובות למטווחי אש בקונטיקט.",AFTER,AFTER
57.2.27,57,2,27," עיקרי ההוראות החדשות לתוכנית המיתאר הארצית לדרכים שאושרו על ידי המועצה הארצית לתכנון ולבנייה ושטעונות עדיין אישור הממשלה הם הבחנה בין שלבי התכנון השונים וצרכיהם: ""רצועה לתכנון"" ו""רצועה לדרך"", פישוט הליכי מתן הקלות בקווי בניין, קביעת נוהלים ודרישות המלווים הגשת תוכניות לדרכים, קביעת ""דרך נופית"", מיסוד הגשת תסקירי השפעה על הסביבה באזורים בנויים וקביעת הסטייה [א1] המותרת [/א1] בהתוויית דרך. דינה רצבסקי, מנהלת אגף תוכניות ארציות ומחוזיות במשרד הפנים, ציינה שהוראות אלו, אשר תבואנה במקום ההוראות שאושרו ב-6791, [א2] תשפרנה [/א2] את התכנון המוקדם של הדרכים ותזרזנה את הליכי הדיון וההחלטה במוסדות התכנון בכל הנוגע לסלילת כבישים חדשים.",VAGUE,BEFORE
33.9.21,33,9,21," אולם שיטת הפעולה של נשיא עיראק, אם לא תכניה ויעדה, ראויה בהחלט להשוואה למודל הגרמני. גם היטלר היה [א1] מערבב [/א1] צווחות מאיימות עם דברי נועם, גם הוא לא היה [א2] שוכח [/א2] לרמוז על נכונותו להסדיר בעיות בדרכי שלום, כדי להוליך שולל בני שיח שוטים או מיתממים.",,EQUAL
11.55.131,11,55,131," יש אנשים המתקשים להבטיח בפרצוף פוקר שהם יציעו פתרון לבעיה חברתית מרכזית. לאנשים אלה מומלץ ליהפך לקטליזטורים: לקבץ יחד אנשים רבים [א1] היכולים [/א1] להבטיח פתרונות או שלפחות יכולים היו, אילו [א2] סגרו [/א2] אותם במרכז ועידות במשך ימים, להציע פתרון.",VAGUE,AFTER
54.41.243,54,41,243," מרינוב זעם על ההחלטה, ובמשרד לאיכות הסביבה [א1] טענו [/א1] כי לא ימלאו אותה. אגף החשב הכללי באוצר תומך בעמדת המשרד לאיכות הסביבה ואילו באגף התקציבים באוצר [א2] מצדדים [/א2] בעמדה ההפוכה.",,VAGUE
117.1.0,117,1,0," הפעילות במשרדים במרכז תל-אביב שותקה. מסמכים חיוניים [א1] נתקעו [/א1] במכונות ההעתקה, סוכנויות נסיעות [א2] נתקעו [/א2] באמצע הזמנה לחו""ל או הנפקת כרטיס.",EQUAL,BEFORE
27.66.420,27,66,420, רק קומץ קטן מתומכיו קרא את ספריו. השבוע שוב חשף שר ההיסטוריה את חיוכו האירוני: מחולל רעיון הטרנספר [א1] נפל [/א1] קורבן על מזבח רעיונותיו בשעה שתורתו [א2] נמצאת [/א2] בשיא תפוצתה.,AFTER,AFTER
11.38.95,11,38,95," ""אתה [א1] מתבונן [/א1] בנושא שיהיה בעל ערך לגיטימי למחקר, ובו בזמן יכבוש את דמיונו של פקיד התוכנית"", אומר וורן מילר, איש מדעי המדינה באוניברסיטת אריזונה. במשך עשרות שנים [א2] שימש [/א2] מילר מגייס מענקים מרכזי לפרויקט חקר הבחירות הארציות, מחקר על התנהגות מצביעים שבעקבותיו נכתב ב1960 החיבור הקלאסי ""המצביע האמריקאי"".",VAGUE,VAGUE
54.18.78,54,18,78," חודשיים עברו מאז [א1] מונה [/א1] ביבי כסגן שר ותחומי פעולה ממשיים עדיין אין לו, ואפילו לא משרד שבמסגרתו יוכל לפעול. בעבר הייתה הבנה עם ראש הממשלה שיכהן כסגן שר במשרדו אך בפועל [א2] יתפקד [/א2] כסגן שר העבודה והרווחה.",,BEFORE
115.0.2,115,0,2,"צופים, ואשר [א1] מילא [/א1] כל פינה באצטדיון המקומי באשדוד, היה עד לדרבי המדובר של השבוע האחרון בו הופגנה רמה לא משכנעת. בעיקר התאכזבו האלפים מן העובדה שלא [א2] נכבשו [/א2] שערים (0 0).",BEFORE,BEFORE
133.48.191,133,48,191," אם ינצח במשאל-העם על שיטת הבחירות, לא זו בלבד שהשפעתו תגדל וידידיו במפלגה הקומוניסטית [א1] ייהנו [/א1] מהשינוי, אלא שהוא יצליח להחליש במידה ניכרת את יריבו הגדול, קראקסי, מזכיר המפלגה הסוציאליסטית, השלישית בגודלה באיטליה, שהשפעתה היא מעל ומעבר לכוחה בפרלמנט. על-פי החלטות הממשלה [א2] יישלחו [/א2] בהקדם שופטים ועובדי משרד המשפטים לדרום, כדי לאייש את המקומות הדרושים.",,AFTER
69.16.105,69,16,105," בבקשתו [א1] מציין [/א1] שריר, שעמד לפני זמן קצר לעבור למפלגת העבודה, כי עליו להיות צד בדיון מכוח מעמדו המיוחד במפלגה הליברלית ובהיות ההחלטה החלטה הרת גורל באשר לרכוש המפלגה ובאשר לעצם מעמדה המשפטי. פרקליטי שריר [א2] הוסיפו [/א2] כי ""המפלגה חיה וקיימת"".",BEFORE,BEFORE
70.13.49,70,13,49," דובר מחלקת המדינה של ארה""ב, אמר אתמול כי ארה""ב ""היתה בקשר הדוק עם ישראל במשך כל התקופה"" שמאז תחילת המשבר במפרץ. הוא [א1] חזר [/א1] [א2] ושיבח [/א2] את גישת ה""פרופיל הנמוך"" שישראל נוקטת.",,EQUAL
120.7.21,120,7,21, תמורת השימוש בהדפס [א1] מקבל [/א1] האמן בין רבע לשליש מכמות ההדפסים המופקת. מכל עבודה [א2] הודפסו [/א2] באלבומים הראשונים בין 52 ל05 עותקים.,,AFTER
31.1.43,31,1,43," בשנת 4891 עלתה שם לשלטון מפלגת העבודה וחוללה מהפך בלתי צפוי. במקום להגביר את מעורבות הממשלה במשק, להגדיל את הריכוז ולחזק את הפיקוח על הפעילות הכלכלית, היא הנהיגה ליברליזציה מרחיקת-לכת: הוחלה רפורמה נדיבה במערכת המיסוי, צומצמו או בוטלו ההגנות על התעשייה, [א1] נמכרו [/א1] חברות ממשלתיות, חוסלו מערכות סבסוד [א2] וניתן [/א2] חופש פעולה מונטרי לבנק המרכזי.",,EQUAL
135.23.69,135,23,69," כעבור יומיים, הוא טילפן אלי, לירושלים, [א1] הודיע [/א1] לי שבדק את כל קו הייצור ומצא כי אין תקלה בתרופה עצמה, אלא שהיא יבשה מהרגיל ומתפוררת יותר. הוא [א2] הבטיח [/א2] לשלוח לי בדואר חוזר משלוח מלא מקו ייצור קודם.",,BEFORE
117.4.74,117,4,74," מדוע הפסקות החשמל מובנות מאליהן לחברת החשמל ולכן הופכות לשגרה? מדוע לפחות אין הם מפרסמים התנצלות והסברים, באותו תקציב שבו הם משתמשים כדי ליצור תדמית ציבורית חיובית? איך זה שמדינה שבה יש מכשור מתקדם, הפסקות חשמל משבשות לעתים כה תכופות את העבודה? הפסקת מים בלתי מתוכננת עלולה להיות צרה צרורה, כשאתה ממהר לעבודה או סתם באמצע מקלחת. האם מים זורמים בבית שימוש או לשטיפת שיניים בכיור הם מותרות? מדוע [א1] מפסיקים [/א1] מים ללא התראה מראש ובכתב? בקיץ האחרון, ב21 וב31 באוגוסט [א2] סגר [/א2] מישהו את הברז המרכזי לרחוב שלם בתל אביב, בשעה שבע וחצי בבוקר.",BEFORE,BEFORE
