id,document_number,window_number,pair_number,text,hadar,shir
7.16.28,7,16,28," ביום אחר פירסם העיתון בעמוד מאמרי המערכת שלו קריקטורה מקפיאת דם. [א1] נראה [/א1] בה מלאך המוות חבוש כאפייה, ומפיו [א2] בוקעות [/א2] המלים: ""קרא את שפתיי, גורג לא תהיה עוד וייטנאם"".",EQUAL,EQUAL
13.14.59,13,14,59," הוא היה ממפקדי המיליציה הצרפתית הידועה לשמצה בליון, נטל חלק פעיל באקציות של הגסטאפו נגד לוחמי מחתרת ויהודים, [א1] עינה [/א1] עצורים, שדד את רכושם, והורה על הוצאתם להורג של כמה מקורבנותיו בלי משפט. אחרי השחרור [א2] נעלמו [/א2] עקבותיו.",BEFORE,BEFORE
69.22.136,69,22,136," מעובדי מדינה [א1] העובדים [/א1] 5 ימים בשבוע ינוכו 3 ימי-עבודה, וממי שעובדים 6 ימים בשבוע ינוכו 4 ימים. לאלה שניסו להתחכם וביקשו כי במקום ניכוי ימי היעדרות [א2] ינכו [/א2] ימים מחופשתם השנתית, הבהיר דנון כי אין להמיר ימי חופשה בימי היעדרות.",BEFORE,BEFORE
27.37.289,27,37,289," כהנא [א1] פנה [/א1] למגזרים היותר נידחים של החברה הישראלית כדי לשאוב מתוכם את כוחו הפוליטי. בכך [א2] הלך [/א2] במסלול שנוסה במדינות אחרות: מנהיגים בעלי תפיסת עולם והתנהגות טוטליטריות נשענים על כמיהתה של אוכלוסיית השוליים להיות שותפת לפעילות קיבוצית הקורעת בפניה פתח לעלייה במעמד החברתי, ועל הפחת התלהבות מלאכותית בעזרת תעמולה מטרפת.",EQUAL,EQUAL
101.13.167,101,13,167," החלפתו של ארמלי הגרוע במחצית השניה ובעבר השני החלפתו התמוהה של איציק זוהר ממכבי גרמו לשינוי ביחסי הכוחות, כאשר שחקני חולון החלו ללחוץ על שער מכבי וצמצמו בדקה ה-75 בבעיטת 11 של אבי פס לאחר הכשלת אוחנה ברחבה. המכבים [א1] נסוגו [/א1] כדי לשמור על יתרונם, גם דריקס ירד לעזרת ההגנה ואנדריי בל ומרכוס בכושר טוב [א2] שמרו [/א2] על ניצחון מכבי.",EQUAL,EQUAL
63.6.44,63,6,44," החוקרים התלבטו, בין השאר, כיצד להבדיל בין יוזמה פרטית לציבורית, ולכך נתן פרוף נחום גרוס תשובה מקורית: אם העסק היה מרוויח גם כאשר ההשקעה ביסודה היתה של הון ציבורי, כמו למשל המושבות, הרי מדובר היה ביוזמה פרטית. אם העסק [א1] הפסיד [/א1] [א2] וחדל [/א2] להתקיים, מדובר ביוזמה פרטית קלאסית.",BEFORE,BEFORE
117.23.155,117,23,155," לוויזה עצמה התבררה הטעות מהר מאוד, אך איש לא [א1] טרח [/א1] לפרסם תיקון טעות. בעקבות תלונות נוספות שלנו, הודיע סמנכ""ל ויזה שהמעוות [א2] יתוקן [/א2] בהקדם, בצירוף התנצלות.",BEFORE,BEFORE
15.48.211,15,48,211," במחנה פליטים סמוך לשכם נפגע תושב מקומי מפגיעת רימון גז מדמיע, שנורה בידי חיילים. מקורות פלשתיניים [א1] מסרו [/א1] כי חיילים, [א2] שירדו [/א2] ממיניבוס לבן בשכונת ראפידיה בשכם, ניפצו בעזרת אבנים זגוגיות של מכוניות חונות של תושבים מקומיים, ביניהן גם את חלונות מכוניתו של דר מוסטפא מקבול.",AFTER,AFTER
27.69.430,27,69,430," לפני 51 שנה [א1] ניבא [/א1] בספרו הראשון, ""האתגר"", את האינתיפאדה, והעריך כי הציבור הישראלי יטה ימינה. היום [א2] קמו [/א2] לו בזירה הפוליטית ממשיכים שהשכילו להתעטף בגלימות פחות צעקניות ולעמעם את בוטות המסר שלו, אבל אימצו את יסודות תורתו, אם גם לא את סגנונו.",BEFORE,BEFORE
37.14.45,37,14,45,", סנדרלנד קובנטרי, אסטון וילה נוטינגהאם, דרבי מנצסטר יונייטד. יהיה מיפגש המוקד בין האלופה גלאזגו ריינגרס למוליכה דנדי יונייטד, שתי קבוצות [א1] שנחלו [/א1] שלשום אכזבות בגביעי אירופה (דנדי יונייטד הובסה בביתה 0 4 בידי ארנהם מהולנד וריינגרס [א2] סיימה [/א2] רק 11 בבית עם הכוכב האדום בלגראד).",EQUAL,EQUAL
27.25.197,27,25,197," המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו יגיע לראשות הממשלה יבוא אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית [א1] קרבה [/א1] והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג מתרגשת [א2] ובאה [/א2] על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה וזוכה לגאולה שלמה.",BEFORE,VAGUE
27.83.609,27,83,609," לכאורה היה מקום לחשוד במערכת החקירה והמשפט הישראלית כי רק העמידה פנים שאכן [א1] באה [/א1] לחקור את הנסיבות שבהן סאלם איסמעיל מובארק ""מצא את מותו"". היו כמה תחנות בדרך גלגוליה של הפרשה, שעוררו חשד ליחס [א2] מופקר [/א2] לחיי אדם מצד יחידות משמר הגבול הנוגעות בדבר, ולגישה צינית מצד שלטונות המשפט והחקירה.",BEFORE,VAGUE
17.34.235,17,34,235," הבעיה המרכזית שמדינת ישראל עומדת בפניה קביעת עתידם המדיני של הפלשתינאים בשטחים המוחזקים אין לפותרה באמצעות רדיפת ערבים בירושלים ובהתנקשויות ביהודים, שאינם [א1] רואים [/א1] בהמשך הכיבוש פתרון של קבע. הממשלה חייבת לחפש פתרון [א2] שישחרר [/א2] לא רק את הפלשתינאים אלא גם אותנו מעול הכיבוש.",BEFORE,BEFORE
101.6.15,101,6,15," חלקם אף [א1] הגיבו [/א1] בשריקות מחאה. הם ודאי יודעים, כמו שחקני מכבי ומאמנם, כי לא כל שבוע פוגשים בסנטה קלאוס, בתחפושת מאמן כדורגל וחניכיו [א2] המחלקים [/א2] מתנות לכל דיכפין במגרשם פולט הנקודות.",VAGUE,VAGUE
15.35.151,15,35,151," בעת הביקור שמע השר סקירות מאלוף פיקוד הדרום וממפקדי צה""ל ברצועה, [א1] וביקר [/א1] בבית-חאנון. אתמול נמשכו האירועים האלימים ברצועת עזה והם [א2] התמקדו [/א2] בעיקר במחנות הפליטים בדרום הרצועה וברפיח.",AFTER,AFTER
11.66.172,11,66,172," זה כ02 שנה מתאמצת חבורת שמרנים, ביניהם אירווינג קריסטול, להשיג סובסידיה פילנטרופית להוגים רבים יותר מהימין. הם [א1] סבורים [/א1] שיש אירוניה בכך שמענקי קרנות באים בדרך כלל מטיפוסים שמרניים, אך הקרן [א2] לובשת [/א2] לעיתים קרובות חזות של שמאלה מהמרכז בהנהגת הפילנטרופואידים (המונח שטבע דווייט מקדונלד בקרן פורד), שבסופו של דבר מנהלים אותם.",AFTER,AFTER
37.0.3,37,0,3,"לונדון (רויטר). מרכז הכובד של הליגה האנגלית עובר השבת מהצמרת לתחתית, [א1] מהמובילה [/א1] ליוורפול ליריבתה העירונית אוורטון, [א2] המדורגת [/א2] 71 ומנסה להיחלץ מהמצוקה בהנהגת מנהלה החדש-ישן הווארד קנדל.",EQUAL,EQUAL
101.7.25,101,7,25," הם ודאי יודעים, כמו שחקני מכבי ומאמנם, כי לא כל שבוע פוגשים בסנטה קלאוס, בתחפושת מאמן כדורגל וחניכיו המחלקים מתנות לכל דיכפין במגרשם [א1] פולט [/א1] הנקודות. המכבים ניצלו עד תום את תסמונת התמימות שממנה [א2] סובלת [/א2] חולון במשחקיה הביתיים.",VAGUE,VAGUE
69.11.83,69,11,83," [א1] הוחלט [/א1] שהחברה תכין הערכה כלכלית הנוגעת לשוויה. עוד [א2] התבקשה [/א2] כי""ל להכין את שורת המגבלות שיש להציב בפני ""גרייט לייקס"", המבקשת לרכוש את השליטה בחברה.",EQUAL,EQUAL
69.23.159,69,23,159," לאלה שניסו להתחכם [א1] וביקשו [/א1] כי במקום ניכוי ימי היעדרות ינכו ימים מחופשתם השנתית, הבהיר דנון כי אין להמיר ימי חופשה בימי היעדרות. ב""ליצואן"", עלון החדשות של מכון היצוא לחודש אוקטובר, נכתב כי [א2] נמכרו [/א2] כל שטחי התצוגה לשבוע המזון.",VAGUE,VAGUE
17.30.211,17,30,211," זה [א1] המגנה [/א1] את רוצחו של מאיר כהנא, מן הראוי שישמיע את קולו נגד כל רצח, ואסור לו להיות מושפע מהשקפותיו הפוליטיות. יש ליצור אווירה ציבורית שתשים סכר מפני תעמולתה של תנועת ""כך"", ושתרחיק את הסכנה שיהודים ייפגעו מכלים שיקותיאל בן-יעקב [א2] קרא [/א2] להפעלתם.",VAGUE,EQUAL
3.6.94,3,6,94," אני [א1] רוצה [/א1] שהילד שלי יסתכל בעיניים של הילד הפגוע ויגיד לו: ""אתה לא לבדך בירושלים, כי גם אנחנו הגרים בנווה-מונסון, אתך בלב איתן ביחד"". אני מוכן להעיד כי גם אבי ז""ל, שלקח אותי באוטובוס לירושלים בשנת תרצ""ח כאשר הערבים ירו על כביש באב אל-ואד, אמר לי: ""אלי! אם [א2] תשמע [/א2] יריות תתכופף, אבל אל תפחד"".",AFTER,AFTER
71.6.31,71,6,31," המחיר הראשוני שנדרש תמורת המשרדים היה 045 אלף דולר, אך הקונים העלו את המחיר בהדרגה במהלך המכירה הפומבית [א1] שנערכה [/א1] בבית-המשפט המחוזי בת""א. המחירים הועלו לעתים בסכומים קטנים של 5,000 דולר, עד שהמחיר [א2] קפץ [/א2] ל067 אלף דולר, בכ04% יותר ממה שנדרש בתחילה.",BEFORE,BEFORE
13.4.11,13,4,11," הוא [א1] מת [/א1] לפני כמה שנים בספרד. הוא לא [א2] הטריד [/א2] את הממסד הצרפתי בהצהרות מביכות, ושלטונות צרפת לא טרחו שיוסגר לידיהם לצורך העמדתו לדין.",AFTER,AFTER
27.39.309,27,39,309," ההתלהבות, [א1] אמר [/א1] ההיסטוריון ריימון ארון, מקנה לאדם אשליה שיש לו חלק בחיי הכלל ובמסע לקראת ניצחון. כהנא דיבר ללבותיהן של שכבות המצוקה בארץ, [א2] והציע [/א2] להן מסגרת שיש בה הבטחה לעתיד אישי וקיבוצי טוב יותר.",VAGUE,VAGUE
71.5.23,71,5,23," חמישה גורמים התמודדו על רכישת המשרדים: חברת דנוור, שאחד מבעליה הוא אהוד אליאב, שהיה סמנכ""ל שיכון עובדים; נציגים של חברה אנגלית; חברת מירומית לדודי-שמש, שמניותיה נסחרות בבורסה התל-אביבית; הקבלן אלן פרוינד; חברת קפלן נעים. המחיר הראשוני שנדרש תמורת המשרדים היה 045 אלף דולר, אך הקונים [א1] העלו [/א1] את המחיר בהדרגה במהלך המכירה הפומבית [א2] שנערכה [/א2] בבית-המשפט המחוזי בת""א.",AFTER,AFTER
17.30.219,17,30,219," זה המגנה את רוצחו של מאיר כהנא, מן הראוי שישמיע את קולו נגד כל רצח, ואסור לו להיות [א1] מושפע [/א1] מהשקפותיו הפוליטיות. יש ליצור אווירה ציבורית שתשים סכר מפני תעמולתה של תנועת ""כך"", ושתרחיק את הסכנה שיהודים ייפגעו מכלים שיקותיאל בן-יעקב [א2] קרא [/א2] להפעלתם.",VAGUE,VAGUE
11.21.65,11,21,65," כך [א1] נהג [/א1] איל ההון בעל המודעות החברתית טד טרנר, כאשר מימן את ""ההתאחדות לעולם טוב יותר"", המבקשת מענקים מקרנות כדי להפיק סרטי טלוויזיה דוקומנטריים. לפעמים, אחרי שקיבל מימון פטור ממס באמצעות ההתאחדות שלו שלא למטרות רווח [א2] מקרין [/א2] טרנר את הסרטים הדוקומנטריים ברשת הטלוויזיה שלו הקיימת בהחלט כדי לשאת רווחים וברשתות אחרות כמוה.",BEFORE,BEFORE
101.12.144,101,12,144," אבי נימני [א1] שילח [/א1] כדור מתוחכם לעור שחדר לרחבת חולון ובאין מפריע בעט שטוחות לרשתו של ביטרן. החלפתו של ארמלי הגרוע במחצית השניה ובעבר השני החלפתו התמוהה של איציק זוהר ממכבי גרמו לשינוי ביחסי הכוחות, כאשר שחקני חולון החלו ללחוץ על שער מכבי [א2] וצמצמו [/א2] בדקה ה-75 בבעיטת 11 של אבי פס לאחר הכשלת אוחנה ברחבה.",BEFORE,BEFORE
107.6.16,107,6,16," בינתיים הוחזר הענק וסטריס לנבחרת ואולי הוא [א1] יפתור [/א1] במידה חלקית את בעית זניאל. כדורסלן הגליל, שהיה מעורב בתקרית אחרי המישחק נגד הפועל ירושלים ביום חמישי במלחה, [א2] נשאר [/א2] במעצר במגרש הרוסים עד לשעות הבוקר.",AFTER,AFTER
17.6.72,17,6,72," אם בעקבות הפיגועים בבקעה, באשקלון ובצומת אלונים היה מקום להעלות את הסברה כי האינתיפאדה נכנסת לשלב חדש והיא [א1] מתחילה [/א1] להרחיב את מסגרת ההתמרדות בשלטון הכיבוש למלחמה בעם היהודי, ייתכן כי זה שרצח את מאיר כהנא עומד לגרור את העם היהודי להרים את הכפפה שנזרקה לעברו מהצד הערבי-פלשתיני. עוד בטרם הלוויה [א2] אמר [/א2] אחד מראשי התנועה, טירן פולק: ""זה לא יעבור בשקט, ואסור שזה יעבור בשקט.",BEFORE,BEFORE
65.1.36,65,1,36," בתביעה שהוגשה בסדר דין מקוצר טוענת פרקליטת חברת הביטוח, עו""ד רחל בלומנטל, כי שני הנתבעים התקשרו עם חברת הביטוח אושיות (בפירוק) להנפקת פוליסות ביטוח לעובדי חברת החשמל, והכספים [א1] המגיעים [/א1] לרותם הם סכומי הפרמיות שנגבו מעובדי חברת החשמל (או שהיו צריכים להיגבות). סכום התביעה, [א2] נאמר [/א2] בתביעה, הוא הסכום לאחר הפחתה של העמלות המגיעות לנתבעים.",BEFORE,BEFORE
65.8.70,65,8,70, כתב התביעה [א1] כולל [/א1] כמה פרקים: רכישה מאולצת של תוכניות חיסכון חדשות; חישובי ריבית מוטעים ועיוותים אחרים לטענת התובעים. כמו-כן טוען מנהל החברה כי [א2] פנה [/א2] למנהל הסניף וביקש ממנו ערבות בנקאית כדי לקבל הלוואות חיצוניות נוחות (מחוץ לבנק).,AFTER,AFTER
63.10.86,63,10,86," פרוף ישראל קולת טען כי ד""ר ארתור רופין, שעמד בראש המשרד הארצישראלי, הראה את הדרך לשילוב בין יוזמה פרטית לציבורית. בין היזמים הפרטיים בתחילת המאה ובמאה שעברה [א1] הוזכרו [/א1] הטמפלרים, שלמרות מספרם המועט (2,000 בתקופת השיא שלהם) [א2] השפיעו [/א2] השפעה מכרעת על הכלכלה החופשית היהודית, ובעיקר בתחום הבנייה במושבות.",AFTER,AFTER
27.75.466,27,75,466," מותו של סאלם איסמעיל מובארק רק ריחף בחלל האולם שבו [א1] התנהל [/א1] המשפט, אך לא נחת על שולחנם של השופטים תת-ניצב אברהם מלכה, ניצב משנה זיווה פרי-הר, וסגן-ניצב משה אלכסנדרוני. על פי עסקת טיעון בין התובעת, מפקח הדס שפי, לסנגוריות, פקד יהודית עליאוף ופקד זהבה לייב, [א2] הושמטה [/א2] מגיליון האישום המקורי העובדה שבנסיבות שבהן חרגו שני הנאשמים מנוהל הפתיחה באש נהרג אדם, כפרי בן 62, אב לארבעה, שחרש באותה שעה את חלקת האדמה המשפחתית באזור בית סחור.",AFTER,AFTER
85.1.11,85,1,11," הצו הוצא עוד לפני [א1] שנודע [/א1] על החלטת הסוכנות למכור את החברה לאיש-העסקים יוסי דיאמנט. אהרון דב קמחי היה כעשר שנים יו""ר ומנהל העסקים של חברה-בת של הסוכנות היהודית [א2] העוסקת [/א2] בבנייה: דיור לעולה בע""ם.",AFTER,AFTER
43.2.17,43,2,17," דקה ו-14 שניות לסיום [א1] הובילו [/א1] שחקני ראשון לציון ביתרון של 91 90 בלבד, ורק יכולת טובה של חיים זלוטיקמן ויוגין בנקס הותירה את הניצחון בבית. ראשון לציון [א2] הירבתה [/א2] לאבד כדורים, וברגעים קריטיים איפשרה לשחקני גבת לחזור למשחק.",AFTER,AFTER
5.4.21,5,4,21," אלה לא נופלים כתוצאה משגיאות או ממחדלים, או אפילו מהתנהגות פסולה, אלא רק בשל משחקי כוח פוליטיים. המלצה לפיטורי שר או נושא משרה פוליטית, מצד בית המשפט העליון או מצד ועדת חקירה [א1] נופלת [/א1] תמיד על אוזניים ערלות; אבל כשאפשר להטיל את האשמה על קצין צבא או משטרה, [א2] מוטל [/א2] גורלם של אלה על כף המאזניים.",EQUAL,EQUAL
13.10.38,13,10,38," ב3891, בעקבות חקירה מחודשת, [א1] נקבע [/א1] כי יש מקום להגיש נגדו כתב אישום בגין סיוע למעצרם של יהודים כדרישת הגרמנים. ב4891 הודיע לו שופט-חוקר כי [א2] הוגשו [/א2] נגדו תלונות נוספות.",BEFORE,BEFORE
99.67.60,99,67,60, יש ענפים שהכנסנו בהם מערכת מיחשוב [א1] וקלטנו [/א1] פקידות לעבודה להפעלת המחשבים. אי-אפשר לבקש ממזכיר איגוד [א2] שיעבוד [/א2] לבד וגם ידפיס לבד.,VAGUE,VAGUE
27.95.689,27,95,689," מהעניין נדף ריח קשה. נוצר רושם שהרשויות הנוגעות בדבר [א1] מתחמקות [/א1] מלחקור את מותו של סאלם איסמעיל מובארק, שלא היה פעיל באינתיפאדה, לא היה מעורב באירוע ביטחוני כלשהו, [א2] ייחל [/א2] לרגע שתיפסק האלימות היהודית-פלשתינאית כדי שיוכל לשוב למסלול חייו הקודם (הוא היה אמן גילוף בעץ), נהרג על מפתן ביתו כשהוא ובני משפחתו חורשים את חלקת אדמתם.",AFTER,AFTER
51.4.1,51,4,1," רמת השרון [א1] נקנסה [/א1] גם היא ב-2,500 שקל והוטל עליה עונש הרחקה מ-4 מישחקים על תנאי לשנה, בעקבות התפרעות אוהדים אחרי המישחק נגד בית""ר ת""א. זופר אבדיה, שחקן החיזוק היוגוסלווי, [א2] הורחק [/א2] לשני מישחקים על תנאי.",EQUAL,EQUAL
3.0.20,3,0,20,"הידיעה שפורסמה תחת הכותרת: ""הורים בבית הספר בנווה-מונוסון נגד טיול לירושלים; טוענים: הפגנה פוליטית""; (""הארץ"", 0192), הטרידה אותי מאוד. נילי מנדלר, [א1] שמסרה [/א1] את הידיעה מפי הורים (אין יודעים אם מדובר בהורה בודד, או בקבוצת הורים מסוימת), כתבה כי ""אחד ההורים, [א2] שהחזיר [/א2] למנהלת את הספח החוזר שבו הביע התנגדות להשתתפות ילדו בטיול, טען כי ""זהו חינוך פוליטי כאשר ילדינו משמשים אמצעי חי להפגנות"".",AFTER,AFTER
27.96.736,27,96,736," נוצר רושם שהרשויות הנוגעות בדבר מתחמקות מלחקור את מותו של סאלם איסמעיל מובארק, שלא היה פעיל באינתיפאדה, לא היה מעורב באירוע ביטחוני כלשהו, ייחל לרגע שתיפסק האלימות היהודית-פלשתינאית כדי שיוכל לשוב למסלול חייו הקודם (הוא היה אמן גילוף בעץ), נהרג על מפתן ביתו כשהוא ובני משפחתו חורשים את חלקת אדמתם. הרושם הזה [א1] התחזק [/א1] כשהתברר שמכתב ששיגר עו""ד דרוויש נאסר, פרקליטה של משפחת ההרוג, ללשכת שר המשטרה דאז, חיים בר-לב, לא [א2] טופל [/א2] כלל, ושפניות של ח""כ דדי צוקר ושל אדי קאופמן (מעבידו של מובארק) לא נענו אף הן.",AFTER,AFTER
111.7.68,111,7,68," בית""ר ת""א נסוג למקום השלישי אחרי שנחל הפסד ראשון להפועל תל אביב, שהיה זה ניצחון הבכורה שלו (1 0) משער של יוסי אבוקסיס. מכבי תל אביב [א1] השיג [/א1] את ניצחונו השני, הפעם על צפרירים בחולון, רק 21 אבל מספיק כדי להעלות את המוראל ולהגביר את התחושה שעם שני הניצחונות הרצופים תחל התקופה הוורודה שהאוהדים כך [א2] מייחלים [/א2] לה.",AFTER,AFTER
65.7.67,65,7,67," פרקליטי התובעים, עו""ד מיכאל לב, מציין בכתב התביעה כי מדובר בתופעה קיצונית ומדהימה בחומרתה של מעשים לא-חוקיים מצד הנתבעים, שהביאו להתמוטטותה של החברה ולהתמוטטות כללית של התובע (מנהל החברה), אשר לאחר שנים ארוכות של ניהול עסק רווחי [א1] נאלץ [/א1] למכור את ביתו ורכושו ונותר ללא קורת גג, רכוש, כספים וכבוד. כתב התביעה [א2] כולל [/א2] כמה פרקים: רכישה מאולצת של תוכניות חיסכון חדשות; חישובי ריבית מוטעים ועיוותים אחרים לטענת התובעים.",BEFORE,BEFORE
119.12.36,119,12,36," העלילה [א1] מתרחשת [/א1] בבית ובמערכת העיתון. לפיד מעיד על הסדרה שהיא אינה אוטוביוגרפית במובן הפורמלי של המלה, אך האווירה בהחלט [א2] לקוחה [/א2] מביתו וממערכת עיתונו.",EQUAL,VAGUE
15.34.147,15,34,147," ארנס הודיע למפקדי צה""ל באזור על בואו רק כשעה-שעתיים לפני הגיעו. בעת הביקור [א1] שמע [/א1] השר סקירות מאלוף פיקוד הדרום וממפקדי צה""ל ברצועה, [א2] וביקר [/א2] בבית-חאנון.",EQUAL,EQUAL
15.65.356,15,65,356," תושבים [א1] טענו [/א1] כי האבן נזרקה בידי חיילים מתצפית צבאית, הנמצאת על גג בניין אגודת הצדקה בשכונה. מצה""ל נמסר כי ממצאי תחקיר ראשוני לא העלו דבר וכי היום [א2] יתבצע [/א2] תחקיר מקיף.",BEFORE,BEFORE
107.7.23,107,7,23," כדורסלן הגליל, שהיה מעורב בתקרית אחרי המישחק נגד הפועל ירושלים ביום חמישי במלחה, [א1] נשאר [/א1] במעצר במגרש הרוסים עד לשעות הבוקר. קמבל חזר לגליל עם המנהל עמית גל, [א2] שירד [/א2] לשפלה, לן בכפר המכביה, וחזר לירושלים לאסוף את הכדורסלן.",BEFORE,BEFORE
17.7.93,17,7,93," עוד בטרם הלוויה אמר אחד מראשי התנועה, טירן פולק: ""זה לא יעבור בשקט, ואסור שזה יעבור בשקט. אני לא [א1] יודע [/א1] מה יקרה, אבל ברור שיהיו פעולות של יחידים נגד ערבים, ושערבים [א2] ישלמו [/א2] על-כך"".",BEFORE,BEFORE
27.75.464,27,75,464," מותו של סאלם איסמעיל מובארק רק [א1] ריחף [/א1] בחלל האולם שבו התנהל המשפט, אך לא נחת על שולחנם של השופטים תת-ניצב אברהם מלכה, ניצב משנה זיווה פרי-הר, וסגן-ניצב משה אלכסנדרוני. על פי עסקת טיעון בין התובעת, מפקח הדס שפי, לסנגוריות, פקד יהודית עליאוף ופקד זהבה לייב, הושמטה מגיליון האישום המקורי העובדה שבנסיבות שבהן חרגו שני הנאשמים מנוהל הפתיחה באש [א2] נהרג [/א2] אדם, כפרי בן 62, אב לארבעה, שחרש באותה שעה את חלקת האדמה המשפחתית באזור בית סחור.",AFTER,AFTER
17.12.108,17,12,108," אולם התגובה אינה צריכה להיות מוגבלת רק כלפי הערבים; תנועת ""כך"" האשימה, תיכף ומיד, בהודעה רשמית, את הממשלה, הכנסת, בית המשפט והתקשורת ב""רצח אופי"" של מאיר כהנא. ודק: האשמה [א1] מוטחת [/א1] גם בממשלה אשר מנהיג הליכוד [א2] עומד [/א2] בראשה.",AFTER,AFTER
55.5.89,55,5,89," לטענת המהנדסים מתכחש כיום ראש העירייה להבטחתו זו וכן להתחייבות שנתן, לדבריהם, בשעתו, בבית משפט שדן בעניין דומה [א1] הקשור [/א1] עם מכון התקנים. בעדותו בבוררות אמר להט, כי בית המהנדס איננו מהווה יותר מוסד ציבורי, שכן לשכת המהנדסים [א2] הפכה [/א2] אותו לעסק, בהשכירה חלק מהמקום למפעיל אולם שמחות.",VAGUE,VAGUE
119.19.58,119,19,58," לפיד [א1] מתלונן [/א1] על בעיה נוספת: ""תקציב של סדרה פה הוא רק תקציב המזון של הפקת סדרה בגרמניה, למשל"". לפיד תבע כי בבימוי הסדרה לא יהיו הצחקות לשמן, [א2] הנובעות [/א2] מסיטואציות קיצוניות (סלפסטיק).",VAGUE,AFTER
107.7.26,107,7,26," כדורסלן הגליל, שהיה מעורב בתקרית אחרי המישחק נגד הפועל ירושלים ביום חמישי במלחה, נשאר במעצר במגרש הרוסים עד לשעות הבוקר. קמבל [א1] חזר [/א1] לגליל עם המנהל עמית גל, [א2] שירד [/א2] לשפלה, לן בכפר המכביה, וחזר לירושלים לאסוף את הכדורסלן.",AFTER,AFTER
117.19.127,117,19,127," לפני כחודשיים [א1] פורסמה [/א1] בורה בעלון החודשי של ויזה, כי ""מהיום אפשר להזמין גז ולשלם עבורו בטלפון"", דהיינו, בכרטיס אשראי. המודעה, [א2] המשמחת [/א2] בהחלט, מנתה את כל החברות לאספקת גז ביתי שהצטרפו להסדר.",BEFORE,BEFORE
27.8.66,27,8,66," למעלה, בקומה השנייה של הבניין, במשרדי ""כך"", שררה דממת אבל. אנשים [א1] נכנסו [/א1] כשהם נושאים עמם את המולת הרחוב, [א2] והשתתקו [/א2] מיד.",BEFORE,BEFORE
27.35.264,27,35,264," כעבור שנה, כאשר [א1] נחתמו [/א1] הסכמי קאמף-דייוויד, גרם לו גיבורו אכזבה מרה. הוא [א2] ראה [/א2] בבגין אדם שבגד באמונתו ובעמו, ובמאמר ב""גואיש פרס"" פסק כי ראש הממשלה לקה ב""חילול השם"" בכך שהפחד שלו מהגויים גבר על יראת ה.",BEFORE,BEFORE
117.8.93,117,8,93," עובדה: תושבי רחוב סירקין [א1] קיבלו [/א1] הודעה על כך בכתב בחודש יולי (בלי לציין תאריך מדויק), עם התנצלות ראויה לשבח על אי הנוחות שתיגרם לתושבים. הקבלן האחראי במקום לא [א2] שעה [/א2] לטענות השכנים המתוסכלים ופטר אותם בלא בלום.",BEFORE,BEFORE
81.4.50,81,4,50," הציבור [א1] מחזיק [/א1] כיום ב84% ממניות ממ""ן. 62% מהמניות הם בידי תש""ת, חברה בת של אל על ו62% מהמניות [א2] מחזיקה [/א2] הממשלה.",EQUAL,EQUAL
89.19.126,89,19,126," הפתקים הכתובים ערבית שנמצאו בארנקו, לצד מודעות בעיתונים על הופעות כהנא בניו-יורק, [א1] תורגמו [/א1] על-ידי החוקרים, ונמסר כי הם היו בעלי אופי אישי. אתמול נמסר כי החשוד פוטר מעבודתו בעיריית ניו-יורק, שבה [א2] שימש [/א2] כטכנאי חימום וקירור בבית המשפט הפלילי במנהטן.",AFTER,AFTER
111.9.105,111,9,105," הפועל ירושלים הותיר את מכבי נתניה אחת משלוש הקבוצות היחידות שעדיין לא השיגו ניצחון, כאשר גבר על הנתנייתים 1 0 [א1] ודירדר [/א1] אותם לשכנות - במצוקה עם שני סוגרי הטבלה מחולון ומכפר סבא. הקבוצה הסימפטית מכפר סבא הפכה למסננת של הליגה וכל קבוצה מייחלת להתמודד עם כפר סבא, [א2] המחלצת [/א2] את יריבותיה מהמשבר.",AFTER,AFTER
131.18.46,131,18,46," בתום יום של סיורים, [א1] קם [/א1] אצלם לתחייה הרגש הפטריוטי היהודי-ישראלי. אני חייב להודות, שהלהט הציוני שאחז בהם [א2] הקרין [/א2] גם עלי, הצבר מלידה, ומילא לי את המצברים לתקופה ארוכה.",BEFORE,BEFORE
65.11.88,65,11,88," לטענת התובע, כתוצאה מהאילוץ של הפנייה לשוק האפור, בו שילם התובע ריבית דולרית של 93%, [א1] הסתבכה [/א1] החברה. עדיין לא [א2] הוגש [/א2] כתב הגנה.",BEFORE,BEFORE
69.1.3,69,1,3," [א1] מעריכים [/א1] שהישיבה תנוהל ע""י שלום עצמו. [א2] ישתתף [/א2] בה גם, שלמרות סיום תפקידו כיו""ר הדירקטוריון, החליט להמשיך לכהן כדירקטור.",BEFORE,BEFORE
