Unnamed: 0,id,document_number,window_number,pair_number,text,hadar,shir,curated,label
1123,27.87.629,27,87,629," כאשר מת מפצעיו, כעבור שבוע, חזר דובר צה""ל על ההודעה שנסיבות פגיעתו נחקרות. גם חודשיים וחצי לאחר מכן, ערב הפרסום הראשון ב""הארץ"" על המקרה, [א1] הוסיף [/א1] דובר צה""ל למסור כי מצ""ח [א2] חוקרת [/א2] את העניין.",EQUAL,VAGUE,,VAGUE
1125,27.0.10,27,0,10,"השבוע, ביום שלישי לפני הצהריים, כמה שעות לאחר שנודע על הרצחו של מאיר כהנא, עמד צעיר בעל עצמות לחיים גבוהות בקומת הכניסה של מטה ""כך"" בירושלים [א1] ונשא [/א1] דברים מתלהמים. על מסירות הנפש של מאיר כהנא שהפך לקורבן עולה; על שוטרים ערבים [א2] המפקחים [/א2] על כניסת יהודים להר הבית ועל הקשר שיש להם עם ארגוני חבלה ערביים שהכינו רשימה של יהודים שיש להתנקש בחייהם; על כך שמהיום והלאה מוטב לכל ערבי להתבונן היטב סביבו, עשרים וארבע שעות ביממה, משום שמישהו עלול לארוב לו.",AFTER,AFTER,,AFTER
1128,27.25.196,27,25,196," המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו יגיע לראשות הממשלה יבוא אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית [א1] קרבה [/א1] והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג [א2] מתרגשת [/א2] ובאה על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה וזוכה לגאולה שלמה.",BEFORE,VAGUE,VAGUE,VAGUE
1141,27.21.125,27,21,125," בספרו ""שאלות לא נוחות ליהודים נינוחים"" כתב לא פחות ולא יותר, שאילו מעמד הר סיני היה מתנהל עתה, היה הוא, כהנא, המפרש הנכון של משה. הוא [א1] האמין [/א1] שבימים אלה יש להתנהג כמו בתקופת יהושע בן נון בעת [א2] שהוריש [/א2] את הארץ.",AFTER,AFTER,,AFTER
1142,27.75.472,27,75,472," מותו של סאלם איסמעיל מובארק רק ריחף בחלל האולם שבו התנהל המשפט, אך לא [א1] נחת [/א1] על שולחנם של השופטים תת-ניצב אברהם מלכה, ניצב משנה זיווה פרי-הר, וסגן-ניצב משה אלכסנדרוני. על פי עסקת טיעון בין התובעת, מפקח הדס שפי, לסנגוריות, פקד יהודית עליאוף ופקד זהבה לייב, הושמטה מגיליון האישום המקורי העובדה שבנסיבות שבהן חרגו שני הנאשמים מנוהל הפתיחה באש [א2] נהרג [/א2] אדם, כפרי בן 62, אב לארבעה, שחרש באותה שעה את חלקת האדמה המשפחתית באזור בית סחור.",AFTER,AFTER,,AFTER
1145,27.79.505,27,79,505," שתי הסניגוריות הצעירות והחריפות של ווהבה ואדוט נלחמו בשצף קצף מהרגע הראשון נגד האזכור. הן [א1] ביקשו [/א1] לתחום את המשפט למסגרתו המשמעתית, [א2] והזכירו [/א2] לשופטים כי פרקליט מחוז ירושלים קבע שאי-אפשר להעמיד את שני הנאשמים לדין פלילי על הריגה, משום שאין יכולת להוכיח כי היריות המיוחסות להם הן שהרגו את מובארק.",BEFORE,EQUAL,,EQUAL
1150,27.26.230,27,26,230," כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג [א1] מתרגשת [/א1] ובאה על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה וזוכה לגאולה שלמה. למרות שהתבטא, מדי פעם כי הוא עלול להיות מטרה להתנקשות, ספק אם [א2] העלה [/א2] בחזונותיו תמונה שבה הוא נרצח בלב מנהטן.",VAGUE,VAGUE,,VAGUE
1152,27.79.500,27,79,500," שתי הסניגוריות הצעירות והחריפות של ווהבה ואדוט [א1] נלחמו [/א1] בשצף קצף מהרגע הראשון נגד האזכור. הן [א2] ביקשו [/א2] לתחום את המשפט למסגרתו המשמעתית, והזכירו לשופטים כי פרקליט מחוז ירושלים קבע שאי-אפשר להעמיד את שני הנאשמים לדין פלילי על הריגה, משום שאין יכולת להוכיח כי היריות המיוחסות להם הן שהרגו את מובארק.",EQUAL,EQUAL,,EQUAL
1163,27.34.258,27,34,258," כאשר [א1] עלה [/א1] בגין לשלטון ב7791 כתב כהנא: ""סוף סוף יש לנו ראש ממשלה יהודי"", והגדיר את המהפך הפוליטי כ""נס הנסים"". כעבור שנה, כאשר נחתמו הסכמי קאמף-דייוויד, [א2] גרם [/א2] לו גיבורו אכזבה מרה.",BEFORE,BEFORE,,BEFORE
1170,27.14.83,27,14,83," ואכן, כהנא היה בראש וראשונה מורה רוחני לצעירים [א1] שהתלקטו [/א1] סביבו. הם ראו בו מעין שליח-אל, פרשן [א2] המאיר [/א2] את דרכם ברוח דברי התורה.",BEFORE,,,BEFORE
1178,27.25.214,27,25,214," המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו יגיע לראשות הממשלה יבוא אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג [א1] מתרגשת [/א1] ובאה על ארץ ישראל; העם מכיר בחטאו, [א2] חוזר [/א2] בתשובה וזוכה לגאולה שלמה.",BEFORE,BEFORE,,BEFORE
1217,27.86.621,27,86,621," כאשר נפגע, [א1] הודיע [/א1] דובר צה""ל כי היה מעורב בעימות עם כוחות הביטחון שפעלו להשלטת סדר באזור מגוריו, וכי נסיבות פציעתו נחקרות. כאשר מת מפצעיו, כעבור שבוע, [א2] חזר [/א2] דובר צה""ל על ההודעה שנסיבות פגיעתו נחקרות.",BEFORE,BEFORE,,BEFORE
1226,27.80.535,27,80,535," הן ביקשו לתחום את המשפט למסגרתו המשמעתית, והזכירו לשופטים כי פרקליט מחוז ירושלים [א1] קבע [/א1] שאי-אפשר להעמיד את שני הנאשמים לדין פלילי על הריגה, משום שאין יכולת להוכיח כי היריות המיוחסות להם הן שהרגו את מובארק. לאחר סדרה לא קצרה של ישיבות, שבהן פרשה התביעה את ראיותיה, הגיעו שני הצדדים להסכם: גיליון האישום תוקן הושמטה ממנו הפסקה [א2] שהזכירה [/א2] את מותו של מובארק ונקבע כי היריות שירו השניים לא גרמו לסיכון חיי אדם.",AFTER,BEFORE,AFTER,AFTER
1229,27.80.522,27,80,522," הן [א1] ביקשו [/א1] לתחום את המשפט למסגרתו המשמעתית, והזכירו לשופטים כי פרקליט מחוז ירושלים קבע שאי-אפשר להעמיד את שני הנאשמים לדין פלילי על הריגה, משום שאין יכולת להוכיח כי היריות המיוחסות להם הן שהרגו את מובארק. לאחר סדרה לא קצרה של ישיבות, שבהן פרשה התביעה את ראיותיה, הגיעו שני הצדדים להסכם: גיליון האישום תוקן הושמטה ממנו הפסקה שהזכירה את מותו של מובארק ונקבע כי היריות שירו השניים לא [א2] גרמו [/א2] לסיכון חיי אדם.",AFTER,BEFORE,,BEFORE
1237,27.25.181,27,25,181," המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו יגיע לראשות הממשלה יבוא אסון גדול על מדינת ישראל אם תושביה לא [א1] יחזרו [/א1] בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג [א2] מתרגשת [/א2] ובאה על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה וזוכה לגאולה שלמה.",VAGUE,VAGUE,,VAGUE
1238,27.80.541,27,80,541," הן ביקשו לתחום את המשפט למסגרתו המשמעתית, והזכירו לשופטים כי פרקליט מחוז ירושלים קבע שאי-אפשר להעמיד את שני הנאשמים לדין פלילי על הריגה, משום שאין יכולת להוכיח כי היריות [א1] המיוחסות [/א1] להם הן שהרגו את מובארק. לאחר סדרה לא קצרה של ישיבות, שבהן פרשה התביעה את ראיותיה, הגיעו שני הצדדים להסכם: גיליון האישום [א2] תוקן [/א2] הושמטה ממנו הפסקה שהזכירה את מותו של מובארק ונקבע כי היריות שירו השניים לא גרמו לסיכון חיי אדם.",BEFORE,BEFORE,,BEFORE
1249,27.46.363,27,46,363," הרוח יצאה ממפרשיה של התנועה ופעילותה הציבורית דעכה. אנשיה שבו [א1] וצצו [/א1] רק על תקן של [א2] מלבי [/א2] יצרים (יעילים, יש לומר) בלוויות, בהפגנות ובאזכרות בעקבות מעשי רצח ערביים ביהודים.",EQUAL,EQUAL,,EQUAL
1263,27.81.586,27,81,586," לאחר סדרה לא קצרה של ישיבות, שבהן פרשה התביעה את ראיותיה, [א1] הגיעו [/א1] שני הצדדים להסכם: גיליון האישום תוקן הושמטה ממנו הפסקה שהזכירה את מותו של מובארק ונקבע כי היריות שירו השניים לא גרמו לסיכון חיי אדם. כן הושמט סעיף [א2] שהאשים [/א2] את השניים באי-דיווח על התקרית.",AFTER,BEFORE,,BEFORE
1266,27.25.210,27,25,210," המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו יגיע לראשות הממשלה יבוא אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל [א1] מביא [/א1] את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג מתרגשת ובאה על ארץ ישראל; העם מכיר בחטאו, [א2] חוזר [/א2] בתשובה וזוכה לגאולה שלמה.",BEFORE,BEFORE,,BEFORE
1277,27.80.557,27,80,557," הן ביקשו לתחום את המשפט למסגרתו המשמעתית, והזכירו לשופטים כי פרקליט מחוז ירושלים קבע שאי-אפשר להעמיד את שני הנאשמים לדין פלילי על הריגה, משום שאין יכולת להוכיח כי היריות המיוחסות להם הן שהרגו את מובארק. לאחר סדרה לא קצרה של ישיבות, שבהן [א1] פרשה [/א1] התביעה את ראיותיה, הגיעו שני הצדדים להסכם: גיליון האישום תוקן [א2] הושמטה [/א2] ממנו הפסקה שהזכירה את מותו של מובארק ונקבע כי היריות שירו השניים לא גרמו לסיכון חיי אדם.",BEFORE,BEFORE,,BEFORE
1283,27.15.97,27,15,97," הם ראו בו מעין שליח-אל, פרשן המאיר את דרכם ברוח דברי התורה. פעם [א1] אמר [/א1] כהנא לד""ר אהוד שפרינצק, שעקב אחריו במשך 71 שנה במסגרת חקירתו את התנועות הקיצוניות בארץ, כי הדמות התנ""כית שממנה הוא שואב השראה היא דוד המלך; כמותו הוא [א2] נלחם [/א2] ביום ולומד בלילה.",AFTER,AFTER,,AFTER
1289,27.80.565,27,80,565," הן ביקשו לתחום את המשפט למסגרתו המשמעתית, והזכירו לשופטים כי פרקליט מחוז ירושלים קבע שאי-אפשר להעמיד את שני הנאשמים לדין פלילי על הריגה, משום שאין יכולת להוכיח כי היריות המיוחסות להם הן שהרגו את מובארק. לאחר סדרה לא קצרה של ישיבות, שבהן פרשה התביעה את ראיותיה, [א1] הגיעו [/א1] שני הצדדים להסכם: גיליון האישום תוקן הושמטה ממנו הפסקה שהזכירה את מותו של מובארק [א2] ונקבע [/א2] כי היריות שירו השניים לא גרמו לסיכון חיי אדם.",BEFORE,BEFORE,,BEFORE
1290,27.21.121,27,21,121," בספרו ""שאלות לא נוחות ליהודים נינוחים"" [א1] כתב [/א1] לא פחות ולא יותר, שאילו מעמד הר סיני היה מתנהל עתה, היה הוא, כהנא, המפרש הנכון של משה. הוא [א2] האמין [/א2] שבימים אלה יש להתנהג כמו בתקופת יהושע בן נון בעת שהוריש את הארץ.",AFTER,VAGUE,,VAGUE
1315,27.68.426,27,68,426," כהנא [א1] צדק [/א1] בתחזיותיו. לפני 51 שנה ניבא בספרו הראשון, ""האתגר"", את האינתיפאדה, והעריך כי הציבור הישראלי [א2] יטה [/א2] ימינה.",VAGUE,VAGUE,,VAGUE
1333,27.62.407,27,62,407," בארץ שיחרר בלמים אצל קבוצות השוליים, והצליח להניח על השולחן רעיונות שגם אנשים מן היישוב [א1] הוגים [/א1] בהם, אך אינם מעיזים לבטא אותם (עד לעת האחרונה). הוא [א2] ניגן [/א2] באופן ציני על הפער העדתי.",BEFORE,VAGUE,,VAGUE
1349,27.95.694,27,95,694," מהעניין נדף ריח קשה. נוצר רושם שהרשויות הנוגעות בדבר מתחמקות מלחקור את מותו של סאלם איסמעיל מובארק, שלא היה פעיל באינתיפאדה, לא היה מעורב באירוע ביטחוני כלשהו, [א1] ייחל [/א1] לרגע שתיפסק האלימות היהודית-פלשתינאית כדי שיוכל לשוב למסלול חייו הקודם (הוא היה אמן גילוף בעץ), [א2] נהרג [/א2] על מפתן ביתו כשהוא ובני משפחתו חורשים את חלקת אדמתם.",BEFORE,BEFORE,,BEFORE
1350,27.42.316,27,42,316," בחירתו לכנסת ב4891 [א1] התקבלה [/א1] בקרב ציבור חסידיו כאות משמיים לצדקת דרכו. לקראת הבחירות של נובמבר 8891, כאשר סקרי דעת הקהל [א2] ניבאו [/א2] לו הצלחה של שלושה עד שבעה מנדטים, האמינו מעריציו כי יד אלוהים מפלסת את מצעדו אל כס שר הביטחון.",BEFORE,BEFORE,,BEFORE
1357,27.5.33,27,5,33," הוא לא התבלבל, והם [א1] נראו [/א1] כמי שמצאו שלל רב. כאשר הגיעו למסקנה כי תפסו את הפרינציף וסגרו את מכשיריהם, [א2] סיננו [/א2] המאזינים לעברם קללות ואיומים: ""הכל בגללכם; אתכם צריך לגמור"".",BEFORE,BEFORE,,BEFORE
1364,27.37.293,27,37,293," כהנא פנה למגזרים היותר נידחים של החברה הישראלית כדי לשאוב מתוכם את כוחו הפוליטי. בכך [א1] הלך [/א1] במסלול [א2] שנוסה [/א2] במדינות אחרות: מנהיגים בעלי תפיסת עולם והתנהגות טוטליטריות נשענים על כמיהתה של אוכלוסיית השוליים להיות שותפת לפעילות קיבוצית הקורעת בפניה פתח לעלייה במעמד החברתי, ועל הפחת התלהבות מלאכותית בעזרת תעמולה מטרפת.",AFTER,AFTER,,AFTER
1375,27.24.148,27,24,148," הוא כתב ודיבר על מעורבות הבורא במהלך העניינים הארצי. המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו [א1] יגיע [/א1] לראשות הממשלה יבוא אסון גדול על מדינת ישראל אם תושביה לא [א2] יחזרו [/א2] בתשובה.",VAGUE,VAGUE,,VAGUE
1380,27.64.413,27,64,413," בהופעה שלו בפני אנשי אחיהוד, למשל, דיבר בבוטות רבה על כך שהאשכנזים [א1] גנבו [/א1] להם את הילדים עם בואם ארצה. הוא [א2] קרא [/א2] דרור ליצרי הנקמה הכי כמוסים.",VAGUE,BEFORE,,BEFORE
1384,27.24.147,27,24,147," הוא כתב ודיבר על מעורבות הבורא במהלך העניינים הארצי. המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו [א1] יגיע [/א1] לראשות הממשלה [א2] יבוא [/א2] אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה.",BEFORE,BEFORE,,BEFORE
1389,27.25.166,27,25,166," המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו [א1] יגיע [/א1] לראשות הממשלה יבוא אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג מתרגשת ובאה על ארץ ישראל; העם מכיר בחטאו, [א2] חוזר [/א2] בתשובה וזוכה לגאולה שלמה.",VAGUE,VAGUE,,VAGUE
1392,27.96.723,27,96,723," נוצר רושם שהרשויות הנוגעות בדבר מתחמקות מלחקור את מותו של סאלם איסמעיל מובארק, שלא היה פעיל באינתיפאדה, לא היה מעורב באירוע ביטחוני כלשהו, ייחל לרגע [א1] שתיפסק [/א1] האלימות היהודית-פלשתינאית כדי שיוכל לשוב למסלול חייו הקודם (הוא היה אמן גילוף בעץ), נהרג על מפתן ביתו כשהוא ובני משפחתו חורשים את חלקת אדמתם. הרושם הזה התחזק כשהתברר שמכתב ששיגר עו""ד דרוויש נאסר, פרקליטה של משפחת ההרוג, ללשכת שר המשטרה דאז, חיים בר-לב, לא טופל כלל, ושפניות של ח""כ דדי צוקר ושל אדי קאופמן (מעבידו של מובארק) לא [א2] נענו [/א2] אף הן.",VAGUE,BEFORE,,BEFORE
1401,27.39.311,27,39,311," ההתלהבות, אמר ההיסטוריון ריימון ארון, [א1] מקנה [/א1] לאדם אשליה שיש לו חלק בחיי הכלל ובמסע לקראת ניצחון. כהנא דיבר ללבותיהן של שכבות המצוקה בארץ, [א2] והציע [/א2] להן מסגרת שיש בה הבטחה לעתיד אישי וקיבוצי טוב יותר.",VAGUE,VAGUE,,VAGUE
1410,27.101.758,27,101,758, הם שבו והתעוררו מחדש כאשר הסתבר כי פרקליטות המחוז [א1] החליטה [/א1] שאין בידיה די ראיות כדי להוכיח את אשמתם של שני החשודים. היא [א2] המליצה [/א2] להעמידם לדין משמעתי בלבד.,BEFORE,BEFORE,,BEFORE
1433,27.18.107,27,18,107," בספריו [א1] פנה [/א1] לעם ישראל בנוסח: ""עמי, אין לכם זמן"", ואת מצע מפלגתו ביסס על כתבי הרמב""ם. שפרינצק סיפר שכאשר [א2] תהה [/א2] באוזני כהנא על תבונת מהלכיו הפוליטיים, השיב לו מנהיג ""כך"" בנימה של מי שהשליחות האלוהית חזקה ממנו: ""זו דרכי, כך אני מרגיש, זה מה שנכון בעיני לעשות.",VAGUE,VAGUE,,VAGUE
1436,27.46.361,27,46,361," הרוח יצאה ממפרשיה של התנועה ופעילותה הציבורית דעכה. אנשיה [א1] שבו [/א1] [א2] וצצו [/א2] רק על תקן של מלבי יצרים (יעילים, יש לומר) בלוויות, בהפגנות ובאזכרות בעקבות מעשי רצח ערביים ביהודים.",EQUAL,EQUAL,,EQUAL
1466,27.20.119,27,20,119," מה שאני [א1] עושה [/א1] זו הפרשנות הנכונה ביותר של ההלכה"". בספרו ""שאלות לא נוחות ליהודים נינוחים"" כתב לא פחות ולא יותר, שאילו מעמד הר סיני היה [א2] מתנהל [/א2] עתה, היה הוא, כהנא, המפרש הנכון של משה.",VAGUE,VAGUE,,VAGUE
1477,27.33.254,27,33,254," בהתנהגותו ובנאומיו חיקה את מנחם בגין. כאשר [א1] עלה [/א1] בגין לשלטון ב7791 [א2] כתב [/א2] כהנא: ""סוף סוף יש לנו ראש ממשלה יהודי"", והגדיר את המהפך הפוליטי כ""נס הנסים"".",BEFORE,BEFORE,,BEFORE
1480,27.59.393,27,59,393," הוא היה פונדמנטליסט מוחלט, ונהג לומר שכאשר תתקבל תורתו [א1] יספק [/א1] אלוהים פתרונות למצב שייווצר. היה בו יסוד הרסני; הוא [א2] כיוון [/א2] את תורתו ליצר הרע שבאדם.",VAGUE,VAGUE,,VAGUE
1482,27.96.737,27,96,737," נוצר רושם שהרשויות הנוגעות בדבר מתחמקות מלחקור את מותו של סאלם איסמעיל מובארק, שלא היה פעיל באינתיפאדה, לא היה מעורב באירוע ביטחוני כלשהו, ייחל לרגע שתיפסק האלימות היהודית-פלשתינאית כדי שיוכל לשוב למסלול חייו הקודם (הוא היה אמן גילוף בעץ), נהרג על מפתן ביתו כשהוא ובני משפחתו חורשים את חלקת אדמתם. הרושם הזה [א1] התחזק [/א1] כשהתברר שמכתב ששיגר עו""ד דרוויש נאסר, פרקליטה של משפחת ההרוג, ללשכת שר המשטרה דאז, חיים בר-לב, לא טופל כלל, ושפניות של ח""כ דדי צוקר ושל אדי קאופמן (מעבידו של מובארק) לא [א2] נענו [/א2] אף הן.",AFTER,AFTER,,AFTER
1490,27.88.636,27,88,636," גם חודשיים וחצי לאחר מכן, ערב הפרסום הראשון ב""הארץ"" על המקרה, הוסיף דובר צה""ל למסור כי מצ""ח חוקרת את העניין. כאשר [א1] התחלתי [/א1] להתעניין בפרשה, [א2] הסתבר [/א2] שדובר צה""ל מסר הודעות כוזבות.",BEFORE,BEFORE,,BEFORE
1494,27.69.438,27,69,438," לפני 51 שנה ניבא בספרו הראשון, ""האתגר"", את האינתיפאדה, והעריך כי הציבור הישראלי [א1] יטה [/א1] ימינה. היום קמו לו בזירה הפוליטית ממשיכים שהשכילו להתעטף בגלימות פחות צעקניות ולעמעם את בוטות המסר שלו, אבל [א2] אימצו [/א2] את יסודות תורתו, אם גם לא את סגנונו.",VAGUE,VAGUE,BEFORE,BEFORE
1512,27.26.228,27,26,228," כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל [א1] מביא [/א1] את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג מתרגשת ובאה על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה וזוכה לגאולה שלמה. למרות שהתבטא, מדי פעם כי הוא עלול להיות מטרה להתנקשות, ספק אם [א2] העלה [/א2] בחזונותיו תמונה שבה הוא נרצח בלב מנהטן.",VAGUE,VAGUE,,VAGUE
1515,27.43.327,27,43,327," לקראת הבחירות של נובמבר 8891, כאשר סקרי דעת הקהל ניבאו לו הצלחה של שלושה עד שבעה מנדטים, [א1] האמינו [/א1] מעריציו כי יד אלוהים מפלסת את מצעדו אל כס שר הביטחון. הם היו משוכנעים שתוצאות הבחירות [א2] יחייבו [/א2] את שיתופה של ""כך"" בממשלה, וכי כהנא יהיה בעמדת מיקוח שתאפשר לו לקבוע מדיניות חדשה לחלוטין כלפי הערבים (בישראל ובשטחים; כהנא ואנשיו לא עשו הבחנה ביניהם), היינו: לבצע את רעיון הטרנספר.",BEFORE,BEFORE,,BEFORE
1532,27.104.764,27,104,764," גם המשפט המשמעתי [א1] התנהל [/א1] כדת וכדין, תוך התנצחות-אמת בין התביעה להגנה והכרעה עניינית של בית המשפט, במסגרת סמכותו. החוליה הנעלמת היא טיב החקירה [א2] שניהל [/א2] המחוז הדרומי, שבסופה לא נמסרו לפרקליטות המחוז ראיות שהיו מספיקות לשם ניסוח כתב-אישום בגין הריגה.",AFTER,AFTER,,AFTER
1535,27.70.442,27,70,442," היום [א1] קמו [/א1] לו בזירה הפוליטית ממשיכים שהשכילו להתעטף בגלימות פחות צעקניות ולעמעם את בוטות המסר שלו, אבל אימצו את יסודות תורתו, אם גם לא את סגנונו. היום, יותר מאי-פעם, נכונים יהודים ישראליים, במספרים [א2] גדלים [/א2] והולכים, לקלוט את סיסמתו של מאיר כהנא: ""עמוק בתוך לבכם אתם יודעים שאני צודק"".",VAGUE,VAGUE,,VAGUE
1547,27.43.332,27,43,332," לקראת הבחירות של נובמבר 8891, כאשר סקרי דעת הקהל ניבאו לו הצלחה של שלושה עד שבעה מנדטים, האמינו מעריציו כי יד אלוהים [א1] מפלסת [/א1] את מצעדו אל כס שר הביטחון. הם היו משוכנעים שתוצאות הבחירות יחייבו את שיתופה של ""כך"" בממשלה, וכי כהנא יהיה בעמדת מיקוח [א2] שתאפשר [/א2] לו לקבוע מדיניות חדשה לחלוטין כלפי הערבים (בישראל ובשטחים; כהנא ואנשיו לא עשו הבחנה ביניהם), היינו: לבצע את רעיון הטרנספר.",BEFORE,BEFORE,,BEFORE
1561,27.26.226,27,26,226," כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא [א1] מתוארת [/א1] בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג מתרגשת ובאה על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה וזוכה לגאולה שלמה. למרות שהתבטא, מדי פעם כי הוא עלול להיות מטרה להתנקשות, ספק אם [א2] העלה [/א2] בחזונותיו תמונה שבה הוא נרצח בלב מנהטן.",BEFORE,VAGUE,,VAGUE
1565,27.84.616,27,84,616," היו כמה תחנות בדרך גלגוליה של הפרשה, שעוררו חשד ליחס מופקר לחיי אדם מצד יחידות משמר הגבול [א1] הנוגעות [/א1] בדבר, ולגישה צינית מצד שלטונות המשפט והחקירה. מובארק [א2] נהרג [/א2] ב""יום האדמה"", 03 במארס 9891.",AFTER,,,AFTER
1566,27.54.376,27,54,376," לכן [א1] פלט [/א1] מהמעגל הקרוב אליו אנשים כמו יואל לרנר, אלי אדיר ויוסי דיין, שיצגו שכבה חברתית שונה מזו שעמה נמנים רוב אנשי ""כך"". הואיל וזה היה דפוס מנהיגותו, לא [א2] צמח [/א2] לו ממלא מקום, ועם הרצחו תגווע תנועת ""כך"" לחלוטין.",BEFORE,BEFORE,,BEFORE
1570,27.85.617,27,85,617," מובארק [א1] נהרג [/א1] ב""יום האדמה"", 03 במארס 9891. כאשר נפגע, [א2] הודיע [/א2] דובר צה""ל כי היה מעורב בעימות עם כוחות הביטחון שפעלו להשלטת סדר באזור מגוריו, וכי נסיבות פציעתו נחקרות.",AFTER,AFTER,,AFTER
1571,27.88.637,27,88,637," גם חודשיים וחצי לאחר מכן, ערב הפרסום הראשון ב""הארץ"" על המקרה, הוסיף דובר צה""ל למסור כי מצ""ח חוקרת את העניין. כאשר [א1] התחלתי [/א1] להתעניין בפרשה, הסתבר שדובר צה""ל [א2] מסר [/א2] הודעות כוזבות.",AFTER,VAGUE,,VAGUE
1579,27.2.20,27,2,20," קהל קטן של מאזינים [א1] התקבץ [/א1] סביבו. הוא דיבר ברהיטות, משלב בנאומו פסוקים מהמקורות, [א2] מרים [/א2] מדי פעם את קולו, אבל לא מתלהט.",AFTER,VAGUE,BEFORE,BEFORE
1587,27.61.404,27,61,404," כך עשה גם בליגה להגנה בברוקלין. בארץ שיחרר בלמים אצל קבוצות השוליים, והצליח להניח על השולחן רעיונות שגם אנשים מן היישוב [א1] הוגים [/א1] בהם, אך אינם [א2] מעיזים [/א2] לבטא אותם (עד לעת האחרונה).",BEFORE,BEFORE,,BEFORE
1596,27.24.139,27,24,139," הוא [א1] כתב [/א1] ודיבר על מעורבות הבורא במהלך העניינים הארצי. המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו יגיע לראשות הממשלה יבוא אסון גדול על מדינת ישראל אם תושביה לא [א2] יחזרו [/א2] בתשובה.",VAGUE,VAGUE,,VAGUE
1597,27.75.465,27,75,465," מותו של סאלם איסמעיל מובארק רק [א1] ריחף [/א1] בחלל האולם שבו התנהל המשפט, אך לא נחת על שולחנם של השופטים תת-ניצב אברהם מלכה, ניצב משנה זיווה פרי-הר, וסגן-ניצב משה אלכסנדרוני. על פי עסקת טיעון בין התובעת, מפקח הדס שפי, לסנגוריות, פקד יהודית עליאוף ופקד זהבה לייב, הושמטה מגיליון האישום המקורי העובדה שבנסיבות שבהן חרגו שני הנאשמים מנוהל הפתיחה באש נהרג אדם, כפרי בן 62, אב לארבעה, [א2] שחרש [/א2] באותה שעה את חלקת האדמה המשפחתית באזור בית סחור.",AFTER,AFTER,,AFTER
1620,27.15.99,27,15,99," הם ראו בו מעין שליח-אל, פרשן המאיר את דרכם ברוח דברי התורה. פעם אמר כהנא לד""ר אהוד שפרינצק, [א1] שעקב [/א1] אחריו במשך 71 שנה במסגרת חקירתו את התנועות הקיצוניות בארץ, כי הדמות התנ""כית שממנה הוא [א2] שואב [/א2] השראה היא דוד המלך; כמותו הוא נלחם ביום ולומד בלילה.",VAGUE,VAGUE,,VAGUE
