,text,label,named_label
762," זה ליבו של הגוף שחוסיין < נסמך > עליו. אם מדובר עדיין בבודדים, מצבו של המלך איננו חמור, אבל ייתכן שאנשי הגיהאד האיסלמי, < שיזמו > את הפעולה, ביקשו להכות את המשטר ע""י בחירת חברי חוליה הנמנים על הגוף הנאמן ביותר למלך.",0,BEFORE
763," ירושלים: כמי שהתלווה לקבוצת עולים מרוסיה < שערכו > סיור ביד ושם, במצדה ובכותל, ברצוני להדגיש את החשיבות העצומה של סיורים אלה. העולים צמאים לגלות את זהותם < שנרמסה > תחת השלטון הקומוניסטי.",1,AFTER
764," טיעונים כאלה, שפעם היו מקובלים בין ליברלים בארה""ב, לא שמעתי כבר הרבה זמן. במעמקי המערב התיכון של ארה""ב קל להאמין שהעולם נברא בצלם אמריקה, שהוא מלא אנשים הגיוניים ופרגמטיים, ושהאותוריטה המוסרית של מוסד שאיש, < כולל > ארה""ב, מעולם לא לקח ברצינות < תעשה > רושם מיידי על סדאם חוסיין.",0,BEFORE
765," ואולם, רגע הפגיון בגב < יגיע > באופן בלתי נמנע. כוויית היא אוסטריה, וכמסתמא אפילו ברנאדט שכח אולי רצה לשכוח כיצד < מתקדם > הטור הפוליטי בנוסח שנות ה03.",1,AFTER
766," 62% מהמניות הם בידי תש""ת, חברה בת של אל על ו62% מהמניות מחזיקה הממשלה. מנכ""ל רשות החברות הממשלתיות < אמר > אמש בתגובה, שהעובדים כבר < קיבלו > את חלקם במניות החברה ולפיכך תביעתם להקצאה נוספת של מניות היא ""חוצפנית"".",1,AFTER
767," ואילולא נתפסה ביהירותה המעצמתית לאשליה כי היא מסוגלת לתכנן מראש מי ומה < יבואו > בעיראק במקום סדאם חוסיין וקלגסיו, אפשר שהגנרל היה משתחרר מתהיותיו, ואולי אפילו מזכיר המדינה היה חדל לרקוד בשתי חתונות. אך לפני הכל ארה""ב חייבת להבהיר לעצמה לשם מה הקימה את העולם על רגליו, ולהשגתה של איזו מטרה שלחה למפרץ צבא, שמבחינת כוח האש < הנישא > בכליו שם בכיסו הקטן את כל צבאות הברית במלחמת העולם השנייה.",1,AFTER
768," לדבריו < הוקם > באלביט גוף שמפקח על הקניות ובודק כל הזמנה המיועדת לחו""ל, אם ניתן לרכוש אותה בארץ. עוד נמסר כי אלביט תעביר לרשות לשיתוף פעולה את רשימות החברות בחו""ל שמהן היא קונה מוצרים, כדי שהרשות < תפעל > להשגת רכש גומלין מאותן חברות.",0,BEFORE
769," בבנק לאומי, לעומת זאת, < שולחים > לבעל החשבון הודעה מוקדמת אך ורק באשר לסכום הגבוה מ04 ש""ח. אין ספק ששירות מזערי זה, למניעת משיכת-יתר בלתי צפויה, < מקל > על הלקוח.",0,BEFORE
770," לפני 51 שנה ניבא בספרו הראשון, ""האתגר"", את האינתיפאדה, והעריך כי הציבור הישראלי יטה ימינה. היום קמו לו בזירה הפוליטית ממשיכים < שהשכילו > להתעטף בגלימות פחות צעקניות ולעמעם את בוטות המסר שלו, אבל < אימצו > את יסודות תורתו, אם גם לא את סגנונו.",0,BEFORE
771," באחרונה הגיעה הקרן להסכם עם אחד המפעלים הגדולים המתמחים בתעשייה עתירת-ידע, לפיו 1,000 < העובדים > בו יצטרפו לקרן. חלק מעובדים אלה יצטרפו רק לקרן הפנסיה ואחרים < יבחרו > מסלול הקיים רק במסגרת תשורה, לפיו ישלבו פנסיה וביטוח חיים.",0,BEFORE
772," עיקרי ההוראות החדשות לתוכנית המיתאר הארצית לדרכים שאושרו על ידי המועצה הארצית לתכנון ולבנייה ושטעונות עדיין אישור הממשלה הם הבחנה בין שלבי התכנון השונים וצרכיהם: ""רצועה לתכנון"" ו""רצועה לדרך"", פישוט הליכי מתן הקלות בקווי בניין, קביעת נוהלים ודרישות המלווים הגשת תוכניות לדרכים, קביעת ""דרך נופית"", מיסוד הגשת תסקירי השפעה על הסביבה באזורים בנויים וקביעת הסטייה המותרת בהתוויית דרך. דינה רצבסקי, מנהלת אגף תוכניות ארציות ומחוזיות במשרד הפנים, < ציינה > שהוראות אלו, אשר תבואנה במקום ההוראות שאושרו ב-6791, תשפרנה את התכנון המוקדם של הדרכים ותזרזנה את הליכי הדיון וההחלטה במוסדות התכנון בכל < הנוגע > לסלילת כבישים חדשים.",0,BEFORE
773," < אומרים > עליה, שיש בה יותר ארגונים פציפיסטיים לקילומטר מרובע מאשר בכל מדינה אחרת של ארה""ב. פציפיזם אינו < מוגבל > באיובה לסטודנטים רדיקליים, אפשר למצוא אותו גם בין חקלאים ופועלי חרושת.",1,AFTER
774," טיב ההסכם לא נודע, אך הגיבור המגמגם מת מיתה < משונה > עוד באותו פרק. בדרך לדוכנים קרה כנראה משהו לספר הזה, שתרגומו לעברית ראה אור ב5591, שכן הוא אינו מופיע כלל בקטלוג של הספרייה הלאומית בירושלים (כל מי שהיה לו עסק בזמן זה או אחר עם הספרייה הלאומית, יודע שיש שם פער עצום בין < הרשום > בקטלוג לבין הספרים שניתן להשיג בפועל; אך הקטלוג עצמו, לפחות, אמור להיות מושלם) ואף לא בלקסיקון של אוריאל אופק לספרות ילדים.",3,VAGUE
775," בישיבה השבועית של מזכירות ההסתדרות במרחב חיפה < שהתקיימה > אתמול נמסר כי בשבועיים האחרונים חלה עלייה בדרישה לפועלים בענף הבנייה, לרבות דרישה לפועלים בלתי מקצועיים, אך נוכח השכר הנמוך המוצע לדורשי העבודה, ההענות היתה מעטה. בישיבה הוחלט שאגודת פועלי הבניין בהסתדרות מרחב חיפה, < תגיש > בימים הקרובים הצעה לשינוי במבנה השכר של פועלי הבניין במטרה למשוך עובדים לענף זה.",0,BEFORE
776," לא זכויות אזרח, ולא התנגדות עקרונית לכיבוש, ועל אחת כמה וכמה לא הגנה על בני ערובה, אינם ראויים למאמץ כזה. עד שארצות הברית, בהנהגת הנשיא בוש, לא תאמר לעצמה את האמת לגבי השאלה ""מה אנחנו < עושים > במדבר הסעודי"", < תזכיר > התנהגותה את חמורו של רידן.",0,BEFORE
777," רומא הפוליטית מודאגת מאוד מהתפתחויות אלה, אף שחלק ממנהיגיה < קשור > בדרך זו או אחרת בפשע המאורגן. ועדה פרלמנטרית < עוקבת > באחרונה אחרי אלפי מיליארדים של לירטות, שהוזרמו לדרום אחרי רעש האדמה של נובמבר 0891, שבו כפרים נהרסו כליל, נהרגו 3,100 ונרשמו 200,000 חסרי-גג.",0,BEFORE
778," איובה היא מאסמי הדגנים של ארה""ב, ולפרנסתה היא מייצאת אותם למדינות כברית המועצות. ב0891 < נקלעה > איובה, יחד עם מדינות חקלאיות אחרות במערב התיכון, לסחרור קשה: הנשיא גימי קרטר < החליט > להטיל חרם דגנים על הסובייטים, בגלל פלישתם לאפגניסטן.",1,AFTER
779," כך עשה גם בליגה להגנה בברוקלין. בארץ שיחרר בלמים אצל קבוצות השוליים, < והצליח > להניח על השולחן רעיונות שגם אנשים מן היישוב < הוגים > בהם, אך אינם מעיזים לבטא אותם (עד לעת האחרונה).",1,AFTER
780," החלטת סוכנות סימון את ויזל להפעיל את קרן הפנסיה < גרמה > לתסיסה בקרב חברות הביטוח. משה ויזל, מנכ""ל החברה, < זומן > לבירורים בהתאחדות חברות הביטוח וכן עם מנהלי חברות ביטוח.",0,BEFORE
781," תשלום תוספות שאינן < מעוגנות > ברווחיות ישפיע לרעה על חברות ממשלתיות לא מעטות, ועלול להקרין גם על חברות לא-ממשלתיות. אין כל היגיון בהחלת הסדרי שכר < הנקבעים > במגזר המתוקצב במו""ם מוסדי, כמעט פוליטי, על מפעלים עסקיים ממשלתיים כפרטיים.",3,VAGUE
782," בהופעה שלו בפני אנשי אחיהוד, למשל, דיבר בבוטות רבה על כך שהאשכנזים < גנבו > להם את הילדים עם בואם ארצה. הוא < קרא > דרור ליצרי הנקמה הכי כמוסים.",0,BEFORE
783," כאשר < הגיעו > למסקנה כי תפסו את הפרינציף וסגרו את מכשיריהם, סיננו המאזינים לעברם קללות ואיומים: ""הכל בגללכם; אתכם צריך לגמור"". השניים חמקו במהירות אל המדרכה שממול, ונבלעו בתוך עדת צלמים < שהרגישה > בטוחה ליד ניידת המשטרה.",3,VAGUE
784," ההתלהבות, אמר ההיסטוריון ריימון ארון, < מקנה > לאדם אשליה שיש לו חלק בחיי הכלל ובמסע לקראת ניצחון. כהנא < דיבר > ללבותיהן של שכבות המצוקה בארץ, והציע להן מסגרת שיש בה הבטחה לעתיד אישי וקיבוצי טוב יותר.",3,VAGUE
785," לא זכויות אזרח, ולא התנגדות עקרונית לכיבוש, ועל אחת כמה וכמה לא הגנה על בני ערובה, אינם ראויים למאמץ כזה. עד שארצות הברית, בהנהגת הנשיא בוש, לא < תאמר > לעצמה את האמת לגבי השאלה ""מה אנחנו < עושים > במדבר הסעודי"", תזכיר התנהגותה את חמורו של רידן.",1,AFTER
786," שתי פרשיות אחרות, נוסף על זו של רנה בוסקה, נמצאות אף הן כיום בדיון משפטי מוקדם < שנמשך > זמן רב: זו של מוריס פאפון וזו של פול טובייה. פאפון, שכאמור < שימש > ממונה על מחוז זירונד בזמן המלחמה, הורה על ביצוע האקציות נגד היהודים ביולי 2491.",1,AFTER
787," פחד מחסידיו של כהנא, ממתנחלים ומתלמידי ישיבות ברובע המוסלמי, שרובם חמושים ולא ברור אם הרשויות יחסמו אותם. מה < שמרגיע > מעט את הפחד בציבור הערבי הוא הידיעה, שבנסיבות הפוליטיות הנוכחיות פגיעה בערבים < גורמת > נזק עצום לישראל.",1,AFTER
788," בספר ""רועה הזאבים"", מאת אלכסנדר דיומא האב, כורת הסנדלר טיבו, אדם שאביו < דאג > להעניק לו חינוך ""למעלה ממעמדו"", ברית עם השטן, המופיע בדמות זאב שחור ואימתני. השטן, בהגינותו הרבה, מבהיר מראש, כי לא יוכל להעניק לטיבו את כל הטוב < שיחפוץ > בו, אלא רק לדאוג לכך שכל הרע שיאחל לזולתו אמנם יתגשם.",0,BEFORE
789," האיום לא < השפיע > על שרון. בכירים במחנה לוי, < שראו > כיצד מתייחס שרון אל סלוצקי, הביעו כעס רב על שר החוץ, ש""נטש חלק מנאמני המחנה המכהנים במשרות בכירות בחברות השיכון הממשלתיות ובמשרד השיכון"" כדבריהם.",1,AFTER
790," עיקרי ההוראות החדשות לתוכנית המיתאר הארצית לדרכים שאושרו על ידי המועצה הארצית לתכנון ולבנייה ושטעונות עדיין אישור הממשלה הם הבחנה בין שלבי התכנון השונים וצרכיהם: ""רצועה לתכנון"" ו""רצועה לדרך"", פישוט הליכי מתן הקלות בקווי בניין, קביעת נוהלים ודרישות המלווים הגשת תוכניות לדרכים, קביעת ""דרך נופית"", מיסוד הגשת תסקירי השפעה על הסביבה באזורים בנויים וקביעת הסטייה המותרת בהתוויית דרך. דינה רצבסקי, מנהלת אגף תוכניות ארציות ומחוזיות במשרד הפנים, ציינה שהוראות אלו, אשר < תבואנה > במקום ההוראות שאושרו ב-6791, < תשפרנה > את התכנון המוקדם של הדרכים ותזרזנה את הליכי הדיון וההחלטה במוסדות התכנון בכל הנוגע לסלילת כבישים חדשים.",0,BEFORE
791, בתגובתה לתלונה בכתב התעלמה העירייה מהעובדה שהמים < הופסקו > יום אחר יום. בעירייה גם התעלמו מכך שלא < נשלחה > הודעה מראש ובכתב.,1,AFTER
792," בהמשך < אמר > כי עסקת החבילה שעשתה הממשלה עם ההסתדרות בשנים הקודמות היתה מעטפה יפה על-מנת שההסתדרות תקבל פחות. ל, יו""ר המושב בו < הירצו > קיסר, ושר האוצר, אמר קיסר: ""מר אורי, או החבר אורי, אם היית חבר בהסתדרות הייתי מקבל ממך מס אחיד גבוה.",2,EQUAL
793," באמצעות כהנא אפשר היה, לכאורה, לחשוף את מה שרצו להציג כפרצוף האמיתי של ישראל. מגמה זו נותרה בעינה משך שנים, ולכן גם בראיון אחרון שלו במזרח ירושלים, בעיתון ""א-נהאר"", < מובלטת > הסיסמה שכהנא למד מגזעני מדינות הדרום בארצות הברית: ""אני < אומר > את מה שכולם חושבים"".",1,AFTER
794,"הידיעה שפורסמה תחת הכותרת: ""הורים בבית הספר בנווה-מונוסון נגד טיול לירושלים; טוענים: הפגנה פוליטית""; (""הארץ"", 0192), הטרידה אותי מאוד. נילי מנדלר, שמסרה את הידיעה מפי הורים (אין יודעים אם מדובר בהורה בודד, או בקבוצת הורים מסוימת), כתבה כי ""אחד ההורים, שהחזיר למנהלת את הספח החוזר שבו הביע התנגדות להשתתפות ילדו בטיול, < טען > כי ""זהו חינוך פוליטי כאשר ילדינו < משמשים > אמצעי חי להפגנות"".",1,AFTER
795," בעבר כתב שני מחזות, ""הכושי < עשה > את שלו"" (הקאמרי, 7691) ו""תפוס את הגנב"" (הבימה, 3791). כיוון שלפיד עסוק מאוד, הן בכתיבה עיתונאית ב""מעריב"" והן בתפקידו כנציגו של רוברט מקסוול במזרח אירופה, < איפשרו > לו לכתוב שבעה מתוך 21 פרקי הסדרה עם אדם נוסף.",3,VAGUE
796,"רק שבוע אחד < הצליחו > שתי הקבוצות הבית""ריות להחזיק מעמד בראש דירוג הטבלה הלאומית. כחלוף שבוע נחלו שתיהן הפסדי חוץ, במחזור השישי של הליגה, בלי שהצליחו אפילו להבקיע שער כדי להחזיר את הפיסגה לקבוצת מכבי חיפה, < הנחשבת > על ידי מומחים ופרשנים, ובצדק, לקבוצה הטובה ביותר בעונה זו.",1,AFTER
797," לדבריו, טענותיו של הוועד נגד המכירה לגורמים פרטיים ""אינם לעניין"" ולפיכך הוא מסרב להיפגש עמו. רפואה < מסר > כי שלושה גורמים פרטיים, ישראלים וזרים, < מתעניינים > ברכישת מניות בחברה.",3,VAGUE
798," במשרד לאיכות הסביבה התלוצצו השבוע < והציעו > לתמ""ס להעביר את המרכזייה לבניין החדש, ""ואנו כבר נוכל להסתדר בכוחות עצמנו"". הפרסומים על אודות המתיחות הרבה ביחסים שבין הנהלת בנק ישראל וציבור העובדים < מדאיגים > את הנגיד ועוזריו.",3,VAGUE
799," מותו של סאלם איסמעיל מובארק רק ריחף בחלל האולם שבו התנהל המשפט, אך לא < נחת > על שולחנם של השופטים תת-ניצב אברהם מלכה, ניצב משנה זיווה פרי-הר, וסגן-ניצב משה אלכסנדרוני. על פי עסקת טיעון בין התובעת, מפקח הדס שפי, לסנגוריות, פקד יהודית עליאוף ופקד זהבה לייב, הושמטה מגיליון האישום המקורי העובדה שבנסיבות שבהן < חרגו > שני הנאשמים מנוהל הפתיחה באש נהרג אדם, כפרי בן 62, אב לארבעה, שחרש באותה שעה את חלקת האדמה המשפחתית באזור בית סחור.",1,AFTER
800," לדבריו הוקם באלביט גוף שמפקח על הקניות ובודק כל הזמנה המיועדת לחו""ל, אם ניתן לרכוש אותה בארץ. עוד נמסר כי אלביט < תעביר > לרשות לשיתוף פעולה את רשימות החברות בחו""ל שמהן היא < קונה > מוצרים, כדי שהרשות תפעל להשגת רכש גומלין מאותן חברות.",1,AFTER
801," במה מתבטא ה""המשך"", כלומר, מה הם ה""תנאים הניתנים לחוסכים ותיקים בלבד"" בתוכניות ההמשך? בהודעת הבנק מדובר בלשון רבים, אבל למעשה יש רק תנאי משופר אחד: כל המועדים < מוקדמים > בשנה אחת. לדוגמה, אם בתוכנית רגילה יכול החוסך לצאת מן התוכנית כעבור שנתיים, כאשר הבנק משלם לו 59% מן הריבית וההצמדה שנצברו בתכנית ""המשך"" הוא רשאי לצאת עם נזק כנ""ל כבר אחרי שנה אחת; אם בתוכנית הרגילה יקבל החוסך ריבית שנתית בשיעור של אחוז שלם (ולא חצי אחוז, כפי שהבינה החוסכת בטעות) לאחר < שיתמיד > בחיסכון שלוש שנים חוסך בתוכנית המשך יתעשר באחוז אחד לשנה כבר אחרי שנתיים.",3,VAGUE
802, לצד האותיות האדומות < הציב > העיתון את סמל תנועת ההתנגדות למלחמת וייטנאם. ביום אחר < פירסם > העיתון בעמוד מאמרי המערכת שלו קריקטורה מקפיאת דם.,3,VAGUE
803," ב21 שנותיו בסנאט היה בושוויץ הידיד האפקטיווי ביותר של ישראל במפלגה הרפובליקאית. פעמים אחדות התייצב בקו החזית, < השתתף > במאבקים פוליטיים עקובים מדם < ועמד > בהם באומץ.",0,BEFORE
804," לשכת המהנדסים מסרבת לפנות את המבנה ולחילופין < דורשת > מהעירייה שתקצה לה מגרש חלופי ולסייע לה בהקמת משכן חדש למהנדסים. נציג המהנדסים טען בבוררות, כי העירייה נמנעה מלפעול נגד ארגונים ומוסדות אחרים, הממוקמים במבנים < שהוקמו > על קרקע עירונית, אשר חוזה החכירה שלהם עם העירייה פג כמו ""מצודת זאב"", ""בית המורה"" ועוד.",1,AFTER
805," כאן אין אוהבים ביותר את הרעיון של מלחמה במפרץ הפרסי. יום אחד בשבוע < שעבר > < מרח > העיתון המקומי ""דה מוין רגיסטר"" כותרת ענקית לרוחב מלוא העמוד הראשון של מוספו היומי.",0,BEFORE
806," חניכיו של אלי חגג מבית""ר נתניה < התאוששו > על חשבון העכואים. הם כבשו שני שערים < וניצחו > 2 0.",0,BEFORE
807," אלה לא < נופלים > כתוצאה משגיאות או ממחדלים, או אפילו מהתנהגות פסולה, אלא רק בשל משחקי כוח פוליטיים. המלצה לפיטורי שר או נושא משרה פוליטית, מצד בית המשפט העליון או מצד ועדת חקירה < נופלת > תמיד על אוזניים ערלות; אבל כשאפשר להטיל את האשמה על קצין צבא או משטרה, מוטל גורלם של אלה על כף המאזניים.",1,AFTER
808," נציג דובר צה""ל בפיקוד דרום סירב לפרט באילו כדורים נפצעו התושבים. מקורות צבאיים בפיקוד דרום < אמרו > כי 78 תושבים נפצעו ו05 < שוחררו > לבתיהם.",1,AFTER
809," להודעה צורף עלון המפרט את תנאי תוכנית ההמשך. הלקוחה, שכרבים אחרים אינה < מתמצאת > בנבכי תוכניות החיסכון ותנאיהן המורכבים, < פנתה > לסניף לקבל הסברים נוספים, ושם ציפו לה הפתעות אחדות.",0,BEFORE
810," התאחדות הקבלנים ביקשה מהקבלנים ומחברות הבנייה להצהיר לגבי היקף הבנייה אותה מבקשים הם לבצע בדרך של בנייה יזומה על קרקעות אשר יוקצו להם על-ידי משרד השיכון, או במסגרת של בנייה תקציבית שתהווה אחד מן המסלולים < שיופעלו > על-ידי המשרד. בפנייתו לחברי ההתאחדות < אומר > נשיא הקבלנים, מרדכי יונה, כי הדרך של פנייה מרוכזת של החברים דרך ההתאחדות מבטיחה ליווי צמוד לכל בקשה עד מילויה.",1,AFTER
811," שחקני החיזוק הולקומב ופירסון עשו את המוטל עליהם וקלעו את מיכסת הנקודות < שמצפים > מהם (ביחד 94 נקודות). האכזבה < באה > דווקא מבינו, שלא הצליח להתמודד עם גבוהי הפועל, ומעושה המשחק שוורצמן שאיבד כדורים רבים.",0,BEFORE
812," אני מוכן, ורוצה, לשלוח את הילד שלי לירושלים עם זר פרחים ועם קופסת ממתקים, כדי להביע הוקרה ועידוד לנכד של אבא קובנר, שחטף סכין בראש מידי אותו מרצח שפל שדקר למוות שלושה יהודים בשכונת בקעה. אני רוצה שהילד שלי < יסתכל > בעיניים של הילד הפגוע ויגיד לו: ""אתה לא לבדך בירושלים, כי גם אנחנו < הגרים > בנווה-מונסון, אתך בלב איתן ביחד"".",1,AFTER
813, מקורות פלשתיניים דיווחו שהתקריות < החלו > בכמה מחנות פליטים כבר ביום שישי. מאות תושבים תקפו את משטרת עזה באבנים ובמוטות ברזל < וניפצו > שמשות ופנסים בכלי רכב.,0,BEFORE
814,"4 מיליון ש""ח. פרקליטי התובעים, עו""ד מיכאל לב, מציין בכתב התביעה כי מדובר בתופעה קיצונית < ומדהימה > בחומרתה של מעשים לא-חוקיים מצד הנתבעים, שהביאו להתמוטטותה של החברה ולהתמוטטות כללית של התובע (מנהל החברה), אשר לאחר שנים ארוכות של ניהול עסק רווחי נאלץ למכור את ביתו ורכושו < ונותר > ללא קורת גג, רכוש, כספים וכבוד.",0,BEFORE
815," שוחרי השוק החופשי ותומכי ההתערבות הממשלתית גם יחד התבוננו בהשתאות אל הנעשה בארץ הקיווי: האם תגשים דווקא מפלגה סוציאל-דמוקרטית את חזונו של מילטון פרידמן? בחודש שעבר, כתום קרוב לשש שנות שלטון, בעטו בוחרי ניו-זילנד במפלגת העבודה, < והחזירו > לשלטון את המפלגה השמרנית. הסיבה: המדיניות הכלכלית הנועזת של מפלגת העבודה < נכשלה > כישלון חרוץ.",1,AFTER
816,"""גליל < נפל > בידי ירושלים. חניכיו של יורם חרוש ניצחו במשחק המרכזי של המחזור ה-8 את סגן האלוף מהצפון 67 70, לאחר מאבק < מורט > עצבים, שנסתיים בתקרית מכוערת מאחורי הקלעים.",1,AFTER
817," כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג מתרגשת < ובאה > על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה וזוכה לגאולה שלמה. למרות שהתבטא, מדי פעם כי הוא עלול להיות מטרה להתנקשות, ספק אם < העלה > בחזונותיו תמונה שבה הוא נרצח בלב מנהטן.",3,VAGUE
818," כשנכנס שרון למשרד השיכון < פורסם > מכרז לתפקיד. בינתיים < פג > מינויו של סלוצקי כמנהל-בפועל, ושרון סירב להאריך את מינויו.",0,BEFORE
819," מלבד המשחק בין ארסנל לקריסטל פאלאס, הסתיימו עוד שלושה מאבקים ללא שערים: דרבי (מקום 91) מנצסטר יונייטד, סנדרלנד קובנטרי, ומאבק התחתית בין שפילד יונייטד לאוורטון עם המנהל החדש-ישן האוורד קנדל < שהותיר > את המארחים ללא ניצחון ליגה. אסטון וילה, < שהודחה > בשבוע שעבר מגביע אופ""א בידי אינטר מילאנו, הבקיעה אתמול שער ראשון בליגה אחרי חודש מרגלי הבלם הדני קנט נילסן בדקה ה-16, אבל הסתפקה ב-1 1 במגרשה עם נוטינגהאם שהישוותה בדקה ה-87.",1,AFTER
820," שניים מהם < אושפזו > לקבלת טיפול בבית החולים הממשלתי ברמאללה. באדר עלי אבו זהרה, סטודנט להנדסה, תושב הכפר יאטה, < נפגע > בגבו וידו נשברה; נידאל פאיז אל פכוור, בן 12 מטובאס, תלמיד בחוג לאנגלית איבד שתיים משיניו; 51 סטודנטים נוספים טופלו במרפאה מקומית ושוחררו לבתיהם.",1,AFTER
821, צעדיה האחרונים של ממשלת הימין בישראל < מעידים > על פחד. אלה < הטוענים > גם לארץ רחבה וגם לצדק היסטורי בלי לקחת בחשבון את העם הפלשתיני פוחדים.,0,BEFORE
822," הפועל, למרות שליטה מוחלטת בכדורים החוזרים, לא < מימש > יתרון זה לעשיית נקודות. שחקניו הגבוהים, טרי וגיבסון, < החטיאו > כטירונים מתחת לסל, כשגיבסון זוכה לכיסוי דאבל-אף, אולם הוא הצליח להוציא כדורים החוצה לאנדרסון ולפרישמן הפנויים שניצלו זאת לנקודות קלות.",2,EQUAL
823," המאמן רז אמר, כי קביעת משחקי המיבחן תיעשה רק לאחר < שיתברר > אם הטורניר יהיה בישראל. המאמן רז ביקש שנבחרת הנוער תתמודד עם האולימפיים של פולין, אך המשחק לא < יצא > לפועל בגלל חוסר תיאום לגבי המועד.",3,VAGUE
824," הוועד < דורש > במכתבו להיות שותף בכל החלטה על עתיד החברה ובמיוחד לגבי מכירה אפשרית של מניותיה וכן לאפשר לעובדים להשתתף במכרז במסגרתו יוצאו למכירה מניות של החברה וזאת בתנאים שווים מול משקיעים אחרים. פנייתו של ועד העובדים למנכ""ל רשות החברות הממשלתיות באה בהמשך למכתב שחברי הוועד שיגרו לשר האוצר יצחק מודעי ולשר התחבורה משה קצב, לפני 01 ימים, שבו דרשו כי חלק ממניות הממשלה שיונפקו בבורסה לניירות ערך, יוקצו לעובדים בתנאים מועדפים, כפי < שנעשה > לגבי חברת ""בזק"".",1,AFTER
825," בפנייתו לחברי ההתאחדות < אומר > נשיא הקבלנים, מרדכי יונה, כי הדרך של פנייה מרוכזת של החברים דרך ההתאחדות מבטיחה ליווי צמוד לכל בקשה עד מילויה. בהתאחדות < משוכנעים > כי בדרך זו יוכל משרד הבינוי והשיכון לטפל במרוכז בכל ההצעות ולא ידחה בקשות פרטניות בשל חוסר כוח-אדם לטיפול בבקשות אלה.",1,AFTER
826," הוחלט שהחברה תכין הערכה כלכלית < הנוגעת > לשוויה. עוד < התבקשה > כי""ל להכין את שורת המגבלות שיש להציב בפני ""גרייט לייקס"", המבקשת לרכוש את השליטה בחברה.",1,AFTER
827," החדר שבו מאושפז א-נוסייר, המחובר לצינורות הזנה ומסכת חמצן, < נמצא > תחת שמירה משטרתית כבדה. אשתו האמריקאית, קארן, < יושבת > בחדרו לבושה בגלימה מוסלמית מסורתית סגולה ורעלה.",0,BEFORE
828,"המוסקטרים "", הלך לעולמו בשנת 0781, בגיל ששים ושמונה, כשהוא מותיר אחריו יבול ספרותי שכונס בלא פחות מ003 כרכים. ידוע, כי לא כל מה < שפורסם > בשמו אכן < כתב > במו ידיו.",1,AFTER
829," הלקוחה < שאלה > לעצתי, מה לעשות בכסף המשתחרר. < שאלתי > אותה אם אינה זקוקה במקרה להחלפת המכונית, לשיפוץ הדירה או, למצער, לחידוש משק מכשירי החשמל הביתיים שלה.",0,BEFORE
830," החוקרים התלבטו, בין השאר, כיצד להבדיל בין יוזמה פרטית לציבורית, ולכך < נתן > פרוף נחום גרוס תשובה מקורית: אם העסק היה מרוויח גם כאשר ההשקעה ביסודה היתה של הון ציבורי, כמו למשל המושבות, הרי מדובר היה ביוזמה פרטית. אם העסק < הפסיד > וחדל להתקיים, מדובר ביוזמה פרטית קלאסית.",1,AFTER
831," כאשר התחלתי להתעניין בפרשה, הסתבר שדובר צה""ל < מסר > הודעות כוזבות. צה""ל כלל לא < חקר > את התקרית משום שהיו מעורבים בה אנשי משמר הגבול ולא חיילים.",1,AFTER
832," הוא טען כי יו""ר הסיעה ח""כ שרה דורון הכחישה באוזניו את הטענה כי אי מינויו לוועדת חוץ וביטחון הוא עונש פוליטי. ריבלין האשים ""ח""כים ירושלמים (קרי: הנגבי, קורפו, ויהושע מצא) < המנצלים > את מעמדם בהנהלת הסיעה, כדי למנוע כל אפשרות < שיכהן > בחבר בוועדת חוץ וביטחון.",0,BEFORE
833," שחקניו הגבוהים, טרי וגיבסון, החטיאו כטירונים מתחת לסל, כשגיבסון זוכה לכיסוי דאבל-אף, אולם הוא הצליח להוציא כדורים החוצה לאנדרסון ולפרישמן הפנויים שניצלו זאת לנקודות קלות. ניצחון הפועל הושג בעיקר בזכות לחימה עיקשת של אמסלם ופרישמן, < שהשתפר > < וניווט > התקפת קבוצתו ללא דופי.",0,BEFORE
834," בינתיים < הוחזר > הענק וסטריס לנבחרת ואולי הוא יפתור במידה חלקית את בעית זניאל. כדורסלן הגליל, שהיה < מעורב > בתקרית אחרי המישחק נגד הפועל ירושלים ביום חמישי במלחה, נשאר במעצר במגרש הרוסים עד לשעות הבוקר.",3,VAGUE
835," הוועד דורש במכתבו להיות שותף בכל החלטה על עתיד החברה ובמיוחד לגבי מכירה אפשרית של מניותיה וכן לאפשר לעובדים להשתתף במכרז במסגרתו יוצאו למכירה מניות של החברה וזאת בתנאים שווים מול משקיעים אחרים. פנייתו של ועד העובדים למנכ""ל רשות החברות הממשלתיות באה בהמשך למכתב שחברי הוועד שיגרו לשר האוצר יצחק מודעי ולשר התחבורה משה קצב, לפני 01 ימים, שבו < דרשו > כי חלק ממניות הממשלה שיונפקו בבורסה לניירות ערך, יוקצו לעובדים בתנאים מועדפים, כפי < שנעשה > לגבי חברת ""בזק"".",1,AFTER
