text,label,named_label
 הוקמה סדנת תפירה וההורים [א1] יכלו [/א1] להיווכח במו עיניהם שבמקום אין גברים. תוך שלוש שנים ייהפכו הנערות הטורקיות [א2] הלומדות [/א2] שם לתופרות מיומנות.,0,BEFORE
" כחלוף שבוע נחלו שתיהן הפסדי חוץ, במחזור השישי של הליגה, בלי שהצליחו אפילו להבקיע שער כדי להחזיר את הפיסגה לקבוצת מכבי חיפה, [א1] הנחשבת [/א1] על ידי מומחים ופרשנים, ובצדק, לקבוצה הטובה ביותר בעונה זו. אחרי משחקי אתמול נותר הפועל באר שבע היחיד שעדיין לא נוצח; ואת הטבלה [א2] סוגרות [/א2] שלוש הקבוצות היחידות שעדיין לא השיגו ניצחון (כפסר סבא, חולון, נתניה).",3,VAGUE
"4 מיליון ש""ח. פרקליטי התובעים, עו""ד מיכאל לב, [א1] מציין [/א1] בכתב התביעה כי מדובר בתופעה קיצונית [א2] ומדהימה [/א2] בחומרתה של מעשים לא-חוקיים מצד הנתבעים, שהביאו להתמוטטותה של החברה ולהתמוטטות כללית של התובע (מנהל החברה), אשר לאחר שנים ארוכות של ניהול עסק רווחי נאלץ למכור את ביתו ורכושו ונותר ללא קורת גג, רכוש, כספים וכבוד.",1,AFTER
" הוא בחר בבנו, יאיר, להיות שותפו לכתיבת הסדרה המשפחתית. האב ובנו [א1] מחליפים [/א1] ביניהם דיסקטים של המחשב, כשהאחד מתקן [א2] ומוסיף [/א2] על רעיונותיו של השני.",0,BEFORE
" עובדה זו שימשה יסוד לתלונה שכיחה בתחום הפילנטרופיה: התמקדותם של קרנות וצוותות חשיבה במגמות אופנתיות גורמת לכך שהחברה בקושי ערוכה לגלים היסטוריים חדשים. גיימס אלן סמית, מחבר הספר ""הברוקרים של הרעיונות: צוותות חשיבה ועלייתה של עלית מדיניות חדשה"", [א1] אומר [/א1] כי ההתמקדות בבעיות מדיניות דוחקות, ודעיכת האמונה בערכו של מחקר בסיסי במדעי החברה, הותירו אותנו ללא מאגר נרחב של מומחים, שממנו ניתן לשאוב כאשר [א2] יתעורר [/א2] הצורך.",0,BEFORE
 החשדות בדבר מזימת-טיוח פחתו. הם [א1] שבו [/א1] והתעוררו מחדש כאשר [א2] הסתבר [/א2] כי פרקליטות המחוז החליטה שאין בידיה די ראיות כדי להוכיח את אשמתם של שני החשודים.,1,AFTER
" הפתקים הכתובים ערבית שנמצאו בארנקו, לצד מודעות בעיתונים על הופעות כהנא בניו-יורק, תורגמו על-ידי החוקרים, [א1] ונמסר [/א1] כי הם היו בעלי אופי אישי. אתמול [א2] נמסר [/א2] כי החשוד פוטר מעבודתו בעיריית ניו-יורק, שבה שימש כטכנאי חימום וקירור בבית המשפט הפלילי במנהטן.",0,BEFORE
" הוועד דורש במכתבו להיות שותף בכל החלטה על עתיד החברה ובמיוחד לגבי מכירה אפשרית של מניותיה וכן לאפשר לעובדים להשתתף במכרז במסגרתו יוצאו למכירה מניות של החברה וזאת בתנאים שווים מול משקיעים אחרים. פנייתו של ועד העובדים למנכ""ל רשות החברות הממשלתיות באה בהמשך למכתב שחברי הוועד שיגרו לשר האוצר יצחק מודעי ולשר התחבורה משה קצב, לפני 01 ימים, שבו [א1] דרשו [/א1] כי חלק ממניות הממשלה שיונפקו בבורסה לניירות ערך, יוקצו לעובדים בתנאים מועדפים, כפי [א2] שנעשה [/א2] לגבי חברת ""בזק"".",1,AFTER
" בקרב אקדמאים שאינם [א1] מוזמנים [/א1] לוועידות אלה שוררת ציניות רבה באשר למטר כרכי המאמרים והניירות המונפקים בחסות קרנות. אין זה סביר שעל שולחנות עיתונאים ומעצבי מדיניות רובצים כל כרכי ""אמריקן אקונומיק ריוויו"" של שלוש השנים האחרונות, אך בהחלט הגיוני שיש להם כמה כרכים [א2] המספקים [/א2] מידע בנושא נתון במינונים קטנים וחזקים.",3,VAGUE
" הבנות בעיקר סובלות מ""ציפיות סותרות"" של הוריהן, אומר היועץ הפסיכולוגי בבתי-ספר בברלין, גומהור טקבאסרן: המסר הוא ""אסור לך לבלוט אבל את חייבת להישאר טורקייה"" (לבלוט בסביבה ולעורר את לעגה על-ידי בגדים [א1] הנחשבים [/א1] צנועים ומטפחת ראש), סתירה שאינה ניתנת ליישוב. כמעט כל הילדים בגילאי בית-ספר הבאים למשרד לייעוץ משפחתי בוואדינגר סובלים מהרטבת לילה, [א2] אומר [/א2] טקבסארן.",0,BEFORE
" למעלה, בקומה השנייה של הבניין, במשרדי ""כך"", שררה דממת אבל. אנשים [א1] נכנסו [/א1] כשהם נושאים עמם את המולת הרחוב, [א2] והשתתקו [/א2] מיד.",0,BEFORE
" מול הפשע הזה עומד ממשל, שחלק ממנהיגיו נהנה ישירות או בעקיפין מהמצב הזה. גם החוק הפלילי החדש, [א1] שאושר [/א1] אחרי שנות מאבק פוליטי, [א2] מסייע [/א2] בעקיפין לפשע.",0,BEFORE
" הם ראו בו מעין שליח-אל, פרשן המאיר את דרכם ברוח דברי התורה. פעם [א1] אמר [/א1] כהנא לד""ר אהוד שפרינצק, [א2] שעקב [/א2] אחריו במשך 71 שנה במסגרת חקירתו את התנועות הקיצוניות בארץ, כי הדמות התנ""כית שממנה הוא שואב השראה היא דוד המלך; כמותו הוא נלחם ביום ולומד בלילה.",3,VAGUE
" לקראת הבחירות של נובמבר 8891, כאשר סקרי דעת הקהל [א1] ניבאו [/א1] לו הצלחה של שלושה עד שבעה מנדטים, האמינו מעריציו כי יד אלוהים מפלסת את מצעדו אל כס שר הביטחון. הם היו [א2] משוכנעים [/א2] שתוצאות הבחירות יחייבו את שיתופה של ""כך"" בממשלה, וכי כהנא יהיה בעמדת מיקוח שתאפשר לו לקבוע מדיניות חדשה לחלוטין כלפי הערבים (בישראל ובשטחים; כהנא ואנשיו לא עשו הבחנה ביניהם), היינו: לבצע את רעיון הטרנספר.",0,BEFORE
"יש כמה עסקני ספורט, בעיקר הוותיקים והמשופשפים שבהם, המתפקדים תחת לחץ כאילו הזמן [א1] אוזל [/א1] ויש להספיק לעשות הכל ומהר ובכל מחיר. הם מציירים מטרות על הגלובוס, ואחר כך מוצאים סיבות שונות [א2] ומשונות [/א2] להגיע אל המטרה.",0,BEFORE
" עובדה זו שימשה יסוד לתלונה שכיחה בתחום הפילנטרופיה: התמקדותם של קרנות וצוותות חשיבה במגמות אופנתיות גורמת לכך שהחברה בקושי ערוכה לגלים היסטוריים חדשים. גיימס אלן סמית, מחבר הספר ""הברוקרים של הרעיונות: צוותות חשיבה ועלייתה של עלית מדיניות חדשה"", אומר כי ההתמקדות בבעיות מדיניות דוחקות, ודעיכת האמונה בערכו של מחקר בסיסי במדעי החברה, [א1] הותירו [/א1] אותנו ללא מאגר נרחב של מומחים, שממנו ניתן לשאוב כאשר [א2] יתעורר [/א2] הצורך.",0,BEFORE
" האב (אברהם מור) עורך מוסף בעיתון יומי, האם (שושיק שני) שחקנית, הבת (ענת זמיר) עורכת-דין והבן (דני שטג) [א1] מנסה [/א1] את כוחו בעיתון המתחרה. העלילה [א2] מתרחשת [/א2] בבית ובמערכת העיתון.",2,EQUAL
" היא מבוססת על אותו קרב המגננה שבו [א1] אירעו [/א1] מעשי גבורה עילאיים, ועל קבלת החלטות קשות בתנאי קרב. חוסר ניסיון ועלילה זדונית [א2] באים [/א2] לביטוי בקטע המאמר הדן בנושא ""רצח הנזירות"".",0,BEFORE
" ואכן, כך [א1] קרה [/א1] בפריצה למנזר החשוך לחלוטין. לא [א2] נהרגו [/א2] ""נזירות"", אלא נשים ערביות, כנראה משרתות במנזר.",0,BEFORE
" היינו יכולים לצפות מהטלוויזיה הבריטית שתעמיד תוכנית שתתחרה בהצלחה עם אפוסטרוף, אך [א1] מתברר [/א1] שאין זה כך. אבל שם לפחות [א2] נזהרים [/א2] מלחקות ונשארים נאמנים לעצמם.",1,AFTER
" החוק המגן על האזרח [א1] מגן [/א1] למעשה על הפושעים של הדרום. רבים מהם חוזרים הביתה בתום תקופת מעצר-לפני-משפט, מפני שבתי המשפט עמוסים וההליכים איטיים; אחרים מרצים תקופת-מאסר [א2] מקוצרת [/א2] על התנהגות טובה; ויש שאינם חוזרים מהחופשה בכלא, שמעניק להם החוק החדש.",0,BEFORE
" נהפוך הוא: ככל שחולף הזמן ירבו ההתנחלויות היהודיות [א1] ויגבר [/א1] הפונדמנטליזם האיסלמי. התנהגותה של ארצות הברית במועצת הביטחון בפרשת הר הבית (נתניהו [א2] טוען [/א2] שהאמריקאים אינם נבהלים גם מהרעיון לכנס לראשונה בתולדות אמנת זנווה את המדינות החתומות עליה), הנחישות שגילה הממשל בעניין הכוונת העולים והכספים לישראל בגבולותיה המצומצמים ייתכן שאלה עדויות ראשונות לכך שהממשל מבין לא רק את אילוצי הקואליציה שלו עם המוסלמים האדוקים.",1,AFTER
" צעדו של מראדונה בא בעקבות תביעה של מנהלי המועדון להעניש את הכדורגלן הארגנטיני הסורר, שתחילה סירב לטוס עם נאפולי למשחק נגד ספרטק במוסקווה, אך לבסוף יצא במטוס סילון פרטי ולא מנע הדחת קבוצתו בבעיטות-11 מטרים. סמפדוריה (11 נק) [א1] תשמור [/א1] על הפיסגה אם [א2] תנצח [/א2] כצפוי בביתה את פיזה.",1,AFTER
" אבל סדאם חוסיין היה מתת-שמים לכל המומחים לפיקוח רב-צדדי על הנשק, [א1] הטוענים [/א1] זה שנים שיש להפסיק את הזרמתו של נשק מתוחכם לדיקטטורים רברבנים בעולם השלישי. מדובר בקומץ אנשים שניסו למשוך אליהם כספי מענקים בעת שהעולם [א2] המטיר [/א2] דולרים עלאסטרטגיה גרעינית ופיקוח רב-צדדי על הנשק.",1,AFTER
" גם ההתנהגות הספורטיווית של האוהדים ראויה להערכה. הרחק מהמולת הדרבי האשדודי המאכזב [א1] התברג [/א1] מוביל חדש בארצית: הפועל ר""ג, [א2] שניצח [/א2] 3 1 את מכבי שעריים ולו 2 נקודות יותר מעירוני שאיבד את הפסגה.",1,AFTER
" כך [א1] נראה [/א1] גם רצונו של מנכ""ל ההתאחדות לספורט שמואל ללקין לנסוע לקונגרס איגרוף, שיהיה בשבוע הבא באוסטרליה. התנגדותם לנסיעה זו של כמה מראשי האיגודים [א2] המסונפים [/א2] להתאחדות, שפעילותם נפגעת בגלל קשיי מימון וחוסר תקציב, מובנת בהחלט וגם מוצדקת לחלוטין.",1,AFTER
" ואולם, רגע הפגיון בגב יגיע באופן בלתי נמנע. כוויית היא אוסטריה, וכמסתמא אפילו ברנאדט שכח אולי [א1] רצה [/א1] לשכוח כיצד [א2] מתקדם [/א2] הטור הפוליטי בנוסח שנות ה03.",1,AFTER
" הליגה שלנו מתחילה להיות כמו הליגה האיטלקית, עם הרבה ניצחונות חוץ. אני [א1] בטוח [/א1] שננחל הפסדים נוספים למרות שתיאורטית, אם לא [א2] נפסיד [/א2] עד סוף הליגה ונשמור על יתרון 32 נק מול מכבי, נהיה ראשונים"".",0,BEFORE
" [א1] אומרים [/א1] שמרכז הוועידות והלימודים של קרן רוקפלר בבלאגיו שבאיטליה הוא מקום טוב לחישול קונסנזוס על בעיות דחופות של העולם. גם אם לא ייווצר קונסנסוס חדש מאלכימיה זו, קרוב לוודאי [א2] שייצא [/א2] כרך של ניירות.",0,BEFORE
" באחת מדירותיו של א-נוסייר [א1] נמצאו [/א1] כמה קלטות וידיאו ובהן ויכוחים טלוויזיוניים על הסכסכוך הישראלי-פלשתיני בהשתתפות כהנא. הפתקים הכתובים ערבית [א2] שנמצאו [/א2] בארנקו, לצד מודעות בעיתונים על הופעות כהנא בניו-יורק, תורגמו על-ידי החוקרים, ונמסר כי הם היו בעלי אופי אישי.",3,VAGUE
" שוחט [א1] נענה [/א1] לבקשה וזימן את ברונו להופיע בישיבתה הבאה של הוועדה, ביום ב. נציגי התמ""ס, המנכ""ל צבי קורן ומנהל מרכז ההשקעות משה טרי, טילפנו אל השר נסים [א2] ומסרו [/א2] לו על החלטתו של שוחט.",0,BEFORE
" צה""ל כלל לא [א1] חקר [/א1] את התקרית משום שהיו מעורבים בה אנשי משמר הגבול ולא חיילים. בדיעבד [א2] הסביר [/א2] דובר צה""ל כי הודעותיו בעניין זה היו טעות.",0,BEFORE
" 002 סוכני נסיעות מבריטניה [א1] השתתפו [/א1] בערב תיירות של ישראל בבודפשט, שהתקיים במסגרת כינוס התאחדות סוכני הנסיעות והתיירות של בריטניה (אבט""א). האירוע [א2] התקיים [/א2] במעמד שגריר ישראל, שלמה מרום.",2,EQUAL
" כמו כן, הסוכנות הוציאה מכרז למכירה דיור לעולה [א1] וסירבה [/א1] לערוב לקמחי לחובות דיור לעולה כלפיו. על-כן [א2] פנה [/א2] התובע לביה""ד.",0,BEFORE
" המכבים ניצלו עד תום את תסמונת התמימות שממנה סובלת חולון במשחקיה הביתיים. קשרי מכבי, נימני, קלינגר, זוהר ושוהם שהחליף את מלמיליאן הפצוע, גילו עליונות בולטת במרכז השדה ולאחר החמצה של קלינגר בדקה העשירית [א1] עלו [/א1] ליתרון (91): זוהר [א2] פרץ [/א2] באין מפריע באגף הימני, שילח כדור למרכז הרחבה וקלינגר הצליח במה שנכשל קודם ובבעיטה מ-8 מטרים קבע 1 0.",1,AFTER
" נוצר רושם שהרשויות הנוגעות בדבר מתחמקות מלחקור את מותו של סאלם איסמעיל מובארק, שלא היה פעיל באינתיפאדה, לא היה מעורב באירוע ביטחוני כלשהו, ייחל לרגע שתיפסק האלימות היהודית-פלשתינאית כדי שיוכל לשוב למסלול חייו הקודם (הוא היה אמן גילוף בעץ), [א1] נהרג [/א1] על מפתן ביתו כשהוא ובני משפחתו חורשים את חלקת אדמתם. הרושם הזה [א2] התחזק [/א2] כשהתברר שמכתב ששיגר עו""ד דרוויש נאסר, פרקליטה של משפחת ההרוג, ללשכת שר המשטרה דאז, חיים בר-לב, לא טופל כלל, ושפניות של ח""כ דדי צוקר ושל אדי קאופמן (מעבידו של מובארק) לא נענו אף הן.",0,BEFORE
" ואולם, רגע הפגיון בגב [א1] יגיע [/א1] באופן בלתי נמנע. כוויית היא אוסטריה, וכמסתמא אפילו ברנאדט שכח אולי רצה לשכוח כיצד [א2] מתקדם [/א2] הטור הפוליטי בנוסח שנות ה03.",1,AFTER
" המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו יגיע לראשות הממשלה יבוא אסון גדול על מדינת ישראל אם תושביה לא [א1] יחזרו [/א1] בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג [א2] מתרגשת [/א2] ובאה על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה וזוכה לגאולה שלמה.",3,VAGUE
" [א1] מספיק [/א1] כי מישהו, גם אם אין לו שום קשר עם התנועה, יחפש לעצמו קורבן מבין אלה השייכים לשלוש הקטגוריות. הפלשתינאים שביצעו רציחות בבקעה ובאשקלון [א2] וניסו [/א2] לרצוח שתי חיילות בצומת אלונים פעלו גם הם על דעת עצמם; באותו אופן עלולים ""לפעול"" יהודים כדי לתת פורקן לרגשותיהם הנסערים, בביצוע פיגוע שתנועת ""כך"" לא יזמה או אישרה.",1,AFTER
" בקרב אקדמאים שאינם מוזמנים לוועידות אלה [א1] שוררת [/א1] ציניות רבה באשר למטר כרכי המאמרים והניירות המונפקים בחסות קרנות. אין זה סביר שעל שולחנות עיתונאים ומעצבי מדיניות רובצים כל כרכי ""אמריקן אקונומיק ריוויו"" של שלוש השנים האחרונות, אך בהחלט הגיוני שיש להם כמה כרכים [א2] המספקים [/א2] מידע בנושא נתון במינונים קטנים וחזקים.",3,VAGUE
" עיקרי ההוראות החדשות לתוכנית המיתאר הארצית לדרכים שאושרו על ידי המועצה הארצית לתכנון ולבנייה [א1] ושטעונות [/א1] עדיין אישור הממשלה הם הבחנה בין שלבי התכנון השונים וצרכיהם: ""רצועה לתכנון"" ו""רצועה לדרך"", פישוט הליכי מתן הקלות בקווי בניין, קביעת נוהלים ודרישות המלווים הגשת תוכניות לדרכים, קביעת ""דרך נופית"", מיסוד הגשת תסקירי השפעה על הסביבה באזורים בנויים וקביעת הסטייה המותרת בהתוויית דרך. דינה רצבסקי, מנהלת אגף תוכניות ארציות ומחוזיות במשרד הפנים, ציינה שהוראות אלו, אשר [א2] תבואנה [/א2] במקום ההוראות שאושרו ב-6791, תשפרנה את התכנון המוקדם של הדרכים ותזרזנה את הליכי הדיון וההחלטה במוסדות התכנון בכל הנוגע לסלילת כבישים חדשים.",0,BEFORE
" התנהגותה של ארצות הברית במועצת הביטחון בפרשת הר הבית (נתניהו טוען שהאמריקאים אינם נבהלים גם מהרעיון לכנס לראשונה בתולדות אמנת זנווה את המדינות [א1] החתומות [/א1] עליה), הנחישות שגילה הממשל בעניין הכוונת העולים והכספים לישראל בגבולותיה המצומצמים ייתכן שאלה עדויות ראשונות לכך שהממשל מבין לא רק את אילוצי הקואליציה שלו עם המוסלמים האדוקים. אפשר שהאמריקאים [א2] מתחילים [/א2] להבין שהאילוצים הקואליציוניים של שמיר עם הימין הקיצוני בליכוד ומחוצה לו אינם אלא רעלה שיש להסיר אותה.",0,BEFORE
" הוא עמד לקחת את בנותיו במכונית לטורקיה כדי להשיא אותן שם. בגבול גרמניה-אוסטריה לינדאו-ציגלהאוז [א1] התעוררה [/א1] אסומן, [א2] יצאה [/א2] מהמכונית שנסעה לאיטה בתחבורה העמוסה וקראה לעובדי המכס, ""הצילו אותנו, אבא חוטף אותנו"".",0,BEFORE
" יהיה זה מוגזם לטעון כי ירושלים היהודית שייכת, כל כולה, לתנועת ""כך""; אבל נהירת המוני תושביה אחר ארונו של מאיר כהנא [א1] מעידה [/א1] על עוצמת הרגשות שעורר הרצח בניו-יורק. האיש שנפל קורבן לכדורי אקדח [א2] שנורו [/א2] על-ידי ערבי, הצית במותו את האיבה לערבים.",1,AFTER
" גולן הביע שביעות-רצון מהדרך בה פועלת אלביט, כמפעל פרטי ראשון שקיבל על עצמו, מרצונו, את העקרונות שעל-פיהם עובדת הרשות לשיתוף פעולה תעשייתי. לדבריו הוקם באלביט גוף שמפקח על הקניות [א1] ובודק [/א1] כל הזמנה המיועדת לחו""ל, אם [א2] ניתן [/א2] לרכוש אותה בארץ.",1,AFTER
" נציג אחת הרשתות שסיפר לי את הסיפור מעיד, שהמראה בחוף תל אביב נועז פי כמה ממה [א1] שהרשו [/א1] לעצמן עקרות הבית האמריקאיות שהופיעו באותו ליל חמסין סעודי בשגרירות ארה""ב. אף על פי כן נזהרו הצלמים שלא להגביה את מצלמותיהם מעל קרסוליהן של השחקניות, [א2] והתרכזו [/א2] בתשואות ובשריקות העידוד של החיילים מוכי השיעמום שזכו למנת בידור צנועה.",1,AFTER
" כאשר הגיעו למסקנה כי תפסו את הפרינציף וסגרו את מכשיריהם, סיננו המאזינים לעברם קללות ואיומים: ""הכל בגללכם; אתכם צריך לגמור"". השניים [א1] חמקו [/א1] במהירות אל המדרכה שממול, ונבלעו בתוך עדת צלמים [א2] שהרגישה [/א2] בטוחה ליד ניידת המשטרה.",3,VAGUE
" המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו יגיע לראשות הממשלה יבוא אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא [א1] מתוארת [/א1] בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג [א2] מתרגשת [/א2] ובאה על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה וזוכה לגאולה שלמה.",3,VAGUE
" הגשנו למועצה להסדר הימורים הצעת תקציב של 02 מיליון שקל, בתקווה [א1] שנקבל [/א1] 61 מיליון. [א2] הודיעו [/א2] לנו על 31 מיליון.",2,EQUAL
" גורמים המקורבים לתאצר אמרו שהיא רואה בשר החוץ, דאגלס הרד, את יורשה במקרה של ""תקרית אוטובוס"", מונח שמשתמשים בו כדי לציין למי למסור את השלטון אם המנהיג יידרס. הלחץ המחודש להחליפה [א1] התעורר [/א1] בעקבות תבוסה [א2] צורבת [/א2] לשמרנים בבחירות המשנה לפרלמנט בשני מחוזות.",1,AFTER
 גלילי [א1] נפצע [/א1] במשחק האחרון נגד הפועל חדרה. [א2] מצטיין [/א2] נוסף בהרכב של עירוני הוא הקשר הבולגרי ועושה המשחק אמיל וולב.,1,AFTER
 עוזר המאמן של הגליל אילן קובלסקי [א1] אומר [/א1] שקידר מעד ונחבט במדרגות. קידר [א2] שסובל [/א2] מפגיעה בלסת התקשה לאכול והתבקש לנוח שלושה ימים.,1,AFTER
" נקודה נוספת הראויה לציון, היא שהפועל ירושלים משחק תמיד נגד קבוצה שנחה וגם ""ריגלה"" אחריה ובכל זאת [א1] הצליחה [/א1] להפגין עליונות, פרט למעידה בבית נגד מכבי רמת גן. ""מה [א2] שיקבע [/א2] בסופו של דבר זה הפליי-אוף"", אומר חרוש.",3,VAGUE
" דברים אלה מסר אתמול ראש עיריית תל-אביב, שעה שהעיד בפני הבוררים שמונו על פי החלטת בית המשפט, לפסוק בסכסוך בין העירייה ללשכת המהנדסים. לשכת המהנדסים מסרבת לפנות את המבנה ולחילופין [א1] דורשת [/א1] מהעירייה [א2] שתקצה [/א2] לה מגרש חלופי ולסייע לה בהקמת משכן חדש למהנדסים.",0,BEFORE
" מדוע הפסקות החשמל מובנות מאליהן לחברת החשמל ולכן הופכות לשגרה? מדוע לפחות אין הם מפרסמים התנצלות והסברים, באותו תקציב שבו הם משתמשים כדי ליצור תדמית ציבורית חיובית? איך זה שמדינה שבה יש מכשור מתקדם, הפסקות חשמל משבשות לעתים כה תכופות את העבודה? הפסקת מים בלתי מתוכננת עלולה להיות צרה צרורה, כשאתה [א1] ממהר [/א1] לעבודה או סתם באמצע מקלחת. האם מים [א2] זורמים [/א2] בבית שימוש או לשטיפת שיניים בכיור הם מותרות? מדוע מפסיקים מים ללא התראה מראש ובכתב? בקיץ האחרון, ב21 וב31 באוגוסט סגר מישהו את הברז המרכזי לרחוב שלם בתל אביב, בשעה שבע וחצי בבוקר.",1,AFTER
" נוצר רושם שהרשויות הנוגעות בדבר מתחמקות מלחקור את מותו של סאלם איסמעיל מובארק, שלא היה פעיל באינתיפאדה, לא היה מעורב באירוע ביטחוני כלשהו, [א1] ייחל [/א1] לרגע שתיפסק האלימות היהודית-פלשתינאית כדי שיוכל לשוב למסלול חייו הקודם (הוא היה אמן גילוף בעץ), נהרג על מפתן ביתו כשהוא ובני משפחתו חורשים את חלקת אדמתם. הרושם הזה התחזק [א2] כשהתברר [/א2] שמכתב ששיגר עו""ד דרוויש נאסר, פרקליטה של משפחת ההרוג, ללשכת שר המשטרה דאז, חיים בר-לב, לא טופל כלל, ושפניות של ח""כ דדי צוקר ושל אדי קאופמן (מעבידו של מובארק) לא נענו אף הן.",0,BEFORE
 הוא [א1] ראה [/א1] את פניהם של רוצחים שחיסלו בבית הקפה כמה מיריביהם. הנער חוסל בידי נער אחר בן 61 [א2] הקשור [/א2] במאפיה.,1,AFTER
" האב לא איבד את שלוות רוחו, שלח אצבע ארוכה לעבר בנו, וקרא: ""יש לי רק יצירה אחת גרועה ממנה, וזה אתה"". דיומא הבן המתין בסבלנות עד [א1] שיגוועו [/א1] גלי הצחוק [א2] שמילאו [/א2] את האולם.",1,AFTER
" לכל אלה [א1] המתרשמים [/א1] ומסתפקים בקריאת הכותרת בלבד, אני יכול להבטיח שאכן התנהל שם קרב, והוא היה אחד הקשים והמפוארים בכל קרבות ישראל. ועל כך [א2] תעיד [/א2] ההיסטוריה, ויעידו עשרות הלוחמים שנשארו בחיים והצליחו לבצע את משימתם על אף האבדות הכבדות.",3,VAGUE
" מי שמשקיף על הליגה מלמעלה הוא יורם חרוש, מאמן הפועל ירושלים, שבעונה השניה שלו אחרי מחצית עונת אשתקד, בה [א1] החליף [/א1] את היוגוסלווי פארוק קולאנוביץ מציג תלכיד מצויין. אמנם ירושלים שיחקה רק בשני מישחקי חוץ מתוך שבעה, אבל [א2] ניצחה [/א2] בהם את מכבי תל אביב (98 66) ואת הפועל תל אביב (79 38).",0,BEFORE
" אומנם תוכנית זו רחוקה מהמציאות הפוליטית והכלכלית של איטליה, אבל היא [א1] מעידה [/א1] על הלך הרוח. רומא הפוליטית מודאגת מאוד מהתפתחויות אלה, אף שחלק ממנהיגיה [א2] קשור [/א2] בדרך זו או אחרת בפשע המאורגן.",1,AFTER
" במקום להגביר את מעורבות הממשלה במשק, להגדיל את הריכוז ולחזק את הפיקוח על הפעילות הכלכלית, היא הנהיגה ליברליזציה מרחיקת-לכת: הוחלה רפורמה נדיבה במערכת המיסוי, צומצמו או בוטלו ההגנות על התעשייה, נמכרו חברות ממשלתיות, חוסלו מערכות סבסוד וניתן חופש פעולה מונטרי לבנק המרכזי. שוחרי השוק החופשי ותומכי ההתערבות הממשלתית גם יחד התבוננו בהשתאות אל הנעשה בארץ הקיווי: האם [א1] תגשים [/א1] דווקא מפלגה סוציאל-דמוקרטית את חזונו של מילטון פרידמן? בחודש שעבר, כתום קרוב לשש שנות שלטון, [א2] בעטו [/א2] בוחרי ניו-זילנד במפלגת העבודה, והחזירו לשלטון את המפלגה השמרנית.",3,VAGUE
 [א1] השתדלנו [/א1] להימנע מפגיעה בענפים הנמצאים בהכנות אולימפיות. גייסנו כספים [א2] וקיבלנו [/א2] סיוע ישיר גדול מהוועד האולימפי.,0,BEFORE
" המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו יגיע לראשות הממשלה [א1] יבוא [/א1] אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג מתרגשת ובאה על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה [א2] וזוכה [/א2] לגאולה שלמה.",3,VAGUE
" אני לא יודע מה יקרה, אבל ברור שיהיו פעולות של יחידים נגד ערבים, ושערבים ישלמו על-כך"". יש לשים לב לניסוח: טירן פולק [א1] מדבר [/א1] בשפה של תחזית שהוא [א2] בטוח [/א2] שאמנם תתגשם.",1,AFTER
" במהלכו ייצאו המשתתפים לצעדת הזדהות עם מדינת ישראל ברחובות ירושלים וייפגשו עם נשיא המדינה, שר התיירות וחברי כנסת. מנכ""ל החברה לפיתוח מזרח ירושלים, יצחק יעקבי, [א1] השתתף [/א1] בשבוע שעבר במסע הסברה [א2] שאורגן [/א2] על-ידי מנהל לשכת התיירות הממשלתית של ישראל בשיקאגו, אמנון ליפצין.",1,AFTER
" בהרצאה [א1] שנשא [/א1] בחודש מארס טען פרופסור יהושפט הרכבי כי בכך איפשרה ארה""ב לממשלות ישראל ולציבור בארץ לבצע משגים, שיום אחד הם אלה שייאלצו לשלם את המחיר בעבורם. הוא [א2] שלל [/א2] אז את התפיסה שרווחה בקרב פקידים אמריקאים רבים, שלפיה הסכסוך הישראלי-ערבי אינו בשל עדיין לפתרון.",2,EQUAL
" בעייתה של ארה""ב והדבר [א1] אמור [/א1] במשנה תוקף לגבי יתר ארצות המערב לא נעוצה בחוסר יכולת, במונחי עוצמה, להעמיד את עיראק במקומה. ואילולא נתפסה ביהירותה המעצמתית לאשליה כי היא מסוגלת לתכנן מראש מי ומה [א2] יבואו [/א2] בעיראק במקום סדאם חוסיין וקלגסיו, אפשר שהגנרל היה משתחרר מתהיותיו, ואולי אפילו מזכיר המדינה היה חדל לרקוד בשתי חתונות.",0,BEFORE
